REF,LINE,DATE,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0003360,1,2024-02-16,610000,H.AITLA,supplier invoice,B0003360D,-19232.93,USD,manual
B0003360,2,2024-02-16,51410000,H.AITLA,supplier invoice,B0003360D,19232.93,USD,manual
B0003361,1,2024-01-06,400000,M.BENNANI,supplier invoice,B0003361D,-10015.33,USD,manual
B0003361,2,2024-01-06,51410000,M.BENNANI,supplier invoice,B0003361D,10015.33,USD,manual
B0003362,1,2024-12-22,400000,S.ELFASI,rent charge,B0003362D,-26473.61,USD,manual
B0003362,2,2024-12-22,51410000,S.ELFASI,rent charge,B0003362D,26473.61,USD,manual
B0003363,1,2024-11-15,420000,S.ELFASI,utility fee,B0003363D,-27329.84,USD,manual
B0003363,2,2024-11-15,51410000,S.ELFASI,utility fee,B0003363D,27329.84,USD,manual
B0003364,1,2024-01-05,420000,H.AITLA,rent charge,B0003364D,-24523.29,USD,manual
B0003364,2,2024-01-05,51410000,H.AITLA,rent charge,B0003364D,24523.29,USD,manual
B0003365,1,2024-02-08,400000,S.ELFASI,office supplies,B0003365D,-11116.86,USD,manual
B0003365,2,2024-02-08,51410000,S.ELFASI,office supplies,B0003365D,11116.86,USD,manual
B0003366,1,2024-07-03,420000,M.BENNANI,utility fee,B0003366D,-18790.78,USD,manual
B0003366,2,2024-07-03,51410000,M.BENNANI,utility fee,B0003366D,18790.78,USD,manual
B0003367,1,2024-06-02,620000,Z.BERRADA,service fee,B0003367D,-9482.51,USD,manual
B0003367,2,2024-06-02,51410000,Z.BERRADA,service fee,B0003367D,9482.51,USD,manual
B0003368,1,2024-03-16,620000,Z.BERRADA,utility fee,B0003368D,-22669.24,USD,manual
B0003368,2,2024-03-16,51410000,Z.BERRADA,utility fee,B0003368D,22669.24,USD,manual
B0003369,1,2024-02-17,610000,K.MANSOURI,utility fee,B0003369D,-36102.25,USD,manual
B0003369,2,2024-02-17,51410000,K.MANSOURI,utility fee,B0003369D,36102.25,USD,manual
B0003370,1,2024-09-18,420000,M.BENNANI,rent charge,B0003370D,-4391.72,USD,manual
B0003370,2,2024-09-18,51410000,M.BENNANI,rent charge,B0003370D,4391.72,USD,manual
B0003371,1,2024-09-02,450000,H.AITLA,service fee,B0003371D,-14094.03,USD,manual
B0003371,2,2024-09-02,51410000,H.AITLA,service fee,B0003371D,14094.03,USD,manual
B0003372,1,2024-10-06,450000,H.AITLA,office supplies,B0003372D,-39133.31,USD,manual
B0003372,2,2024-10-06,51410000,H.AITLA,office supplies,B0003372D,39133.31,USD,manual
B0003373,1,2024-05-25,400000,K.MANSOURI,rent charge,B0003373D,-15847.73,USD,manual
B0003373,2,2024-05-25,51410000,K.MANSOURI,rent charge,B0003373D,15847.73,USD,manual
B0003374,1,2024-11-24,620000,M.BENNANI,service fee,B0003374D,-36566.99,USD,manual
B0003374,2,2024-11-24,51410000,M.BENNANI,service fee,B0003374D,36566.99,USD,manual
B0003375,1,2024-01-24,420000,S.ELFASI,rent charge,B0003375D,-9373.41,USD,manual
B0003375,2,2024-01-24,51410000,S.ELFASI,rent charge,B0003375D,9373.41,USD,manual
B0003376,1,2024-10-06,610000,H.AITLA,office supplies,B0003376D,-20020.44,USD,manual
B0003376,2,2024-10-06,51410000,H.AITLA,office supplies,B0003376D,20020.44,USD,manual
B0003377,1,2024-09-15,420000,H.AITLA,utility fee,B0003377D,-16254.43,USD,manual
B0003377,2,2024-09-15,51410000,H.AITLA,utility fee,B0003377D,16254.43,USD,manual
B0003378,1,2024-10-09,610000,K.MANSOURI,utility fee,B0003378D,-29038.72,USD,manual
B0003378,2,2024-10-09,51410000,K.MANSOURI,utility fee,B0003378D,29038.72,USD,manual
B0003379,1,2024-06-08,610000,S.ELFASI,supplier invoice,B0003379D,-33806.25,USD,manual
B0003379,2,2024-06-08,51410000,S.ELFASI,supplier invoice,B0003379D,33806.25,USD,manual
B0003380,1,2024-12-20,620000,Z.BERRADA,service fee,B0003380D,-2233.57,USD,manual
B0003380,2,2024-12-20,51410000,Z.BERRADA,service fee,B0003380D,2233.57,USD,manual
B0003381,1,2024-05-12,450000,K.MANSOURI,office supplies,B0003381D,-16780.56,USD,manual
B0003381,2,2024-05-12,51410000,K.MANSOURI,office supplies,B0003381D,16780.56,USD,manual
B0003382,1,2024-05-18,620000,K.MANSOURI,supplier invoice,B0003382D,-14386.58,USD,manual
B0003382,2,2024-05-18,51410000,K.MANSOURI,supplier invoice,B0003382D,14386.58,USD,manual
B0003383,1,2024-07-18,450000,Z.BERRADA,utility fee,B0003383D,-3292.60,USD,manual
B0003383,2,2024-07-18,51410000,Z.BERRADA,utility fee,B0003383D,3292.60,USD,manual
B0003384,1,2024-04-08,450000,H.AITLA,rent charge,B0003384D,-11719.21,USD,manual
B0003384,2,2024-04-08,51410000,H.AITLA,rent charge,B0003384D,11719.21,USD,manual
B0003385,1,2024-05-24,420000,S.ELFASI,utility fee,B0003385D,-31933.63,USD,manual
B0003385,2,2024-05-24,51410000,S.ELFASI,utility fee,B0003385D,31933.63,USD,manual
B0003386,1,2024-09-22,450000,K.MANSOURI,rent charge,B0003386D,-34639.09,USD,manual
B0003386,2,2024-09-22,51410000,K.MANSOURI,rent charge,B0003386D,34639.09,USD,manual
B0003387,1,2024-07-05,620000,S.ELFASI,utility fee,B0003387D,-1878.25,USD,manual
B0003387,2,2024-07-05,51410000,S.ELFASI,utility fee,B0003387D,1878.25,USD,manual
B0003388,1,2024-05-22,420000,K.MANSOURI,rent charge,B0003388D,-8499.26,USD,manual
B0003388,2,2024-05-22,51410000,K.MANSOURI,rent charge,B0003388D,8499.26,USD,manual
B0003389,1,2024-08-10,450000,Z.BERRADA,rent charge,B0003389D,-17815.77,USD,manual
B0003389,2,2024-08-10,51410000,Z.BERRADA,rent charge,B0003389D,17815.77,USD,manual
B0003390,1,2024-03-19,400000,H.AITLA,office supplies,B0003390D,-9329.15,USD,manual
B0003390,2,2024-03-19,51410000,H.AITLA,office supplies,B0003390D,9329.15,USD,manual
B0003391,1,2024-12-26,400000,M.BENNANI,utility fee,B0003391D,-2823.98,USD,manual
B0003391,2,2024-12-26,51410000,M.BENNANI,utility fee,B0003391D,2823.98,USD,manual
B0003392,1,2024-01-09,450000,H.AITLA,utility fee,B0003392D,-35839.88,USD,manual
B0003392,2,2024-01-09,51410000,H.AITLA,utility fee,B0003392D,35839.88,USD,manual
B0003393,1,2024-03-22,620000,H.AITLA,utility fee,B0003393D,-14552.71,USD,manual
B0003393,2,2024-03-22,51410000,H.AITLA,utility fee,B0003393D,14552.71,USD,manual
B0003394,1,2024-06-20,420000,Z.BERRADA,rent charge,B0003394D,-10875.71,USD,manual
B0003394,2,2024-06-20,51410000,Z.BERRADA,rent charge,B0003394D,10875.71,USD,manual
B0003395,1,2024-09-26,620000,M.BENNANI,utility fee,B0003395D,-20513.80,USD,manual
B0003395,2,2024-09-26,51410000,M.BENNANI,utility fee,B0003395D,20513.80,USD,manual
B0003396,1,2024-04-14,450000,H.AITLA,service fee,B0003396D,-33244.74,USD,manual
B0003396,2,2024-04-14,51410000,H.AITLA,service fee,B0003396D,33244.74,USD,manual
B0003397,1,2024-06-07,610000,Z.BERRADA,utility fee,B0003397D,-40593.29,USD,manual
B0003397,2,2024-06-07,51410000,Z.BERRADA,utility fee,B0003397D,40593.29,USD,manual
B0003398,1,2024-08-24,420000,M.BENNANI,office supplies,B0003398D,-14412.74,USD,manual
B0003398,2,2024-08-24,51410000,M.BENNANI,office supplies,B0003398D,14412.74,USD,manual
B0003399,1,2024-12-04,620000,H.AITLA,service fee,B0003399D,-39975.31,USD,manual
B0003399,2,2024-12-04,51410000,H.AITLA,service fee,B0003399D,39975.31,USD,manual
B0003400,1,2024-12-21,400000,K.MANSOURI,supplier invoice,B0003400D,-33805.09,USD,manual
B0003400,2,2024-12-21,51410000,K.MANSOURI,supplier invoice,B0003400D,33805.09,USD,manual
B0003401,1,2024-05-20,620000,S.ELFASI,service fee,B0003401D,-26847.30,USD,manual
B0003401,2,2024-05-20,51410000,S.ELFASI,service fee,B0003401D,26847.30,USD,manual
B0003402,1,2024-07-10,420000,M.BENNANI,rent charge,B0003402D,-25322.38,USD,manual
B0003402,2,2024-07-10,51410000,M.BENNANI,rent charge,B0003402D,25322.38,USD,manual
B0003403,1,2024-03-07,400000,H.AITLA,service fee,B0003403D,-35684.25,USD,manual
B0003403,2,2024-03-07,51410000,H.AITLA,service fee,B0003403D,35684.25,USD,manual
B0003404,1,2024-01-17,620000,S.ELFASI,supplier invoice,B0003404D,-22358.78,USD,manual
B0003404,2,2024-01-17,51410000,S.ELFASI,supplier invoice,B0003404D,22358.78,USD,manual
B0003405,1,2024-01-04,400000,Z.BERRADA,supplier invoice,B0003405D,-1352.30,USD,manual
B0003405,2,2024-01-04,51410000,Z.BERRADA,supplier invoice,B0003405D,1352.30,USD,manual
B0003406,1,2024-08-16,620000,H.AITLA,service fee,B0003406D,-12680.87,USD,manual
B0003406,2,2024-08-16,51410000,H.AITLA,service fee,B0003406D,12680.87,USD,manual
B0003407,1,2024-08-11,420000,M.BENNANI,utility fee,B0003407D,-7700.48,USD,manual
B0003407,2,2024-08-11,51410000,M.BENNANI,utility fee,B0003407D,7700.48,USD,manual
B0003408,1,2024-12-19,420000,M.BENNANI,service fee,B0003408D,-15382.25,USD,manual
B0003408,2,2024-12-19,51410000,M.BENNANI,service fee,B0003408D,15382.25,USD,manual
B0003409,1,2024-01-25,620000,M.BENNANI,rent charge,B0003409D,-26400.31,USD,manual
B0003409,2,2024-01-25,51410000,M.BENNANI,rent charge,B0003409D,26400.31,USD,manual
B0003410,1,2024-01-21,620000,K.MANSOURI,utility fee,B0003410D,-1208.99,USD,manual
B0003410,2,2024-01-21,51410000,K.MANSOURI,utility fee,B0003410D,1208.99,USD,manual
B0003411,1,2024-02-03,450000,M.BENNANI,office supplies,B0003411D,-26717.27,USD,manual
B0003411,2,2024-02-03,51410000,M.BENNANI,office supplies,B0003411D,26717.27,USD,manual
B0003412,1,2024-02-21,420000,H.AITLA,rent charge,B0003412D,-7868.78,USD,manual
B0003412,2,2024-02-21,51410000,H.AITLA,rent charge,B0003412D,7868.78,USD,manual
B0003413,1,2024-07-04,450000,Z.BERRADA,office supplies,B0003413D,-8575.15,USD,manual
B0003413,2,2024-07-04,51410000,Z.BERRADA,office supplies,B0003413D,8575.15,USD,manual
B0003414,1,2024-05-13,400000,M.BENNANI,office supplies,B0003414D,-30556.43,USD,manual
B0003414,2,2024-05-13,51410000,M.BENNANI,office supplies,B0003414D,30556.43,USD,manual
B0003415,1,2024-11-08,400000,S.ELFASI,supplier invoice,B0003415D,-37489.65,USD,manual
B0003415,2,2024-11-08,51410000,S.ELFASI,supplier invoice,B0003415D,37489.65,USD,manual
B0003416,1,2024-07-10,400000,M.BENNANI,office supplies,B0003416D,-26279.62,USD,manual
B0003416,2,2024-07-10,51410000,M.BENNANI,office supplies,B0003416D,26279.62,USD,manual
B0003417,1,2024-10-04,420000,S.ELFASI,utility fee,B0003417D,-1210.70,USD,manual
B0003417,2,2024-10-04,51410000,S.ELFASI,utility fee,B0003417D,1210.70,USD,manual
B0003418,1,2024-04-05,420000,S.ELFASI,rent charge,B0003418D,-14376.59,USD,manual
B0003418,2,2024-04-05,51410000,S.ELFASI,rent charge,B0003418D,14376.59,USD,manual
B0003419,1,2024-07-21,420000,H.AITLA,service fee,B0003419D,-8631.45,USD,manual
B0003419,2,2024-07-21,51410000,H.AITLA,service fee,B0003419D,8631.45,USD,manual
B0003420,1,2024-06-17,420000,Z.BERRADA,rent charge,B0003420D,-3112.61,USD,manual
B0003420,2,2024-06-17,51410000,Z.BERRADA,rent charge,B0003420D,3112.61,USD,manual
B0003421,1,2024-01-12,450000,S.ELFASI,service fee,B0003421D,-30912.45,USD,manual
B0003421,2,2024-01-12,51410000,S.ELFASI,service fee,B0003421D,30912.45,USD,manual
B0003422,1,2024-09-16,620000,M.BENNANI,rent charge,B0003422D,-15115.75,USD,manual
B0003422,2,2024-09-16,51410000,M.BENNANI,rent charge,B0003422D,15115.75,USD,manual
B0003423,1,2024-08-13,610000,S.ELFASI,office supplies,B0003423D,-14490.88,USD,manual
B0003423,2,2024-08-13,51410000,S.ELFASI,office supplies,B0003423D,14490.88,USD,manual
B0003424,1,2024-04-14,400000,H.AITLA,office supplies,B0003424D,-39465.29,USD,manual
B0003424,2,2024-04-14,51410000,H.AITLA,office supplies,B0003424D,39465.29,USD,manual
B0003425,1,2024-02-04,420000,S.ELFASI,office supplies,B0003425D,-33868.19,USD,manual
B0003425,2,2024-02-04,51410000,S.ELFASI,office supplies,B0003425D,33868.19,USD,manual
B0003426,1,2024-10-09,610000,H.AITLA,office supplies,B0003426D,-6406.60,USD,manual
B0003426,2,2024-10-09,51410000,H.AITLA,office supplies,B0003426D,6406.60,USD,manual
B0003427,1,2024-09-21,450000,M.BENNANI,supplier invoice,B0003427D,-37464.12,USD,manual
B0003427,2,2024-09-21,51410000,M.BENNANI,supplier invoice,B0003427D,37464.12,USD,manual
B0003428,1,2024-06-05,450000,M.BENNANI,service fee,B0003428D,-33081.09,USD,manual
B0003428,2,2024-06-05,51410000,M.BENNANI,service fee,B0003428D,33081.09,USD,manual
B0003429,1,2024-05-23,420000,M.BENNANI,rent charge,B0003429D,-35164.51,USD,manual
B0003429,2,2024-05-23,51410000,M.BENNANI,rent charge,B0003429D,35164.51,USD,manual
B0003430,1,2024-10-08,610000,S.ELFASI,supplier invoice,B0003430D,-30991.17,USD,manual
B0003430,2,2024-10-08,51410000,S.ELFASI,supplier invoice,B0003430D,30991.17,USD,manual
B0003431,1,2024-05-26,450000,S.ELFASI,utility fee,B0003431D,-18086.46,USD,manual
B0003431,2,2024-05-26,51410000,S.ELFASI,utility fee,B0003431D,18086.46,USD,manual
B0003432,1,2024-01-23,420000,Z.BERRADA,service fee,B0003432D,-33721.57,USD,manual
B0003432,2,2024-01-23,51410000,Z.BERRADA,service fee,B0003432D,33721.57,USD,manual
B0003433,1,2024-03-12,610000,K.MANSOURI,service fee,B0003433D,-32155.29,USD,manual
B0003433,2,2024-03-12,51410000,K.MANSOURI,service fee,B0003433D,32155.29,USD,manual
B0003434,1,2024-04-17,450000,S.ELFASI,service fee,B0003434D,-12824.83,USD,manual
B0003434,2,2024-04-17,51410000,S.ELFASI,service fee,B0003434D,12824.83,USD,manual
B0003435,1,2024-09-03,610000,K.MANSOURI,office supplies,B0003435D,-20497.31,USD,manual
B0003435,2,2024-09-03,51410000,K.MANSOURI,office supplies,B0003435D,20497.31,USD,manual
B0003436,1,2024-10-22,610000,S.ELFASI,utility fee,B0003436D,-33301.79,USD,manual
B0003436,2,2024-10-22,51410000,S.ELFASI,utility fee,B0003436D,33301.79,USD,manual
B0003437,1,2024-06-19,400000,H.AITLA,supplier invoice,B0003437D,-17576.76,USD,manual
B0003437,2,2024-06-19,51410000,H.AITLA,supplier invoice,B0003437D,17576.76,USD,manual
B0003438,1,2024-01-08,610000,K.MANSOURI,office supplies,B0003438D,-27077.15,USD,manual
B0003438,2,2024-01-08,51410000,K.MANSOURI,office supplies,B0003438D,27077.15,USD,manual
B0003439,1,2024-02-25,420000,S.ELFASI,rent charge,B0003439D,-20819.10,USD,manual
B0003439,2,2024-02-25,51410000,S.ELFASI,rent charge,B0003439D,20819.10,USD,manual
B0003440,1,2024-11-20,400000,S.ELFASI,rent charge,B0003440D,-9793.34,USD,manual
B0003440,2,2024-11-20,51410000,S.ELFASI,rent charge,B0003440D,9793.34,USD,manual
B0003441,1,2024-03-06,450000,M.BENNANI,utility fee,B0003441D,-31653.38,USD,manual
B0003441,2,2024-03-06,51410000,M.BENNANI,utility fee,B0003441D,31653.38,USD,manual
B0003442,1,2024-08-11,620000,Z.BERRADA,supplier invoice,B0003442D,-2372.00,USD,manual
B0003442,2,2024-08-11,51410000,Z.BERRADA,supplier invoice,B0003442D,2372.00,USD,manual
B0003443,1,2024-07-09,610000,H.AITLA,office supplies,B0003443D,-4510.04,USD,manual
B0003443,2,2024-07-09,51410000,H.AITLA,office supplies,B0003443D,4510.04,USD,manual
B0003444,1,2024-06-05,610000,M.BENNANI,utility fee,B0003444D,-39497.87,USD,manual
B0003444,2,2024-06-05,51410000,M.BENNANI,utility fee,B0003444D,39497.87,USD,manual
B0003445,1,2024-12-16,420000,M.BENNANI,utility fee,B0003445D,-31298.35,USD,manual
B0003445,2,2024-12-16,51410000,M.BENNANI,utility fee,B0003445D,31298.35,USD,manual
B0003446,1,2024-09-15,400000,S.ELFASI,office supplies,B0003446D,-15974.19,USD,manual
B0003446,2,2024-09-15,51410000,S.ELFASI,office supplies,B0003446D,15974.19,USD,manual
B0003447,1,2024-06-08,450000,H.AITLA,supplier invoice,B0003447D,-40491.46,USD,manual
B0003447,2,2024-06-08,51410000,H.AITLA,supplier invoice,B0003447D,40491.46,USD,manual
B0003448,1,2024-05-21,450000,Z.BERRADA,utility fee,B0003448D,-19395.57,USD,manual
B0003448,2,2024-05-21,51410000,Z.BERRADA,utility fee,B0003448D,19395.57,USD,manual
B0003449,1,2024-09-13,450000,S.ELFASI,office supplies,B0003449D,-10327.63,USD,manual
B0003449,2,2024-09-13,51410000,S.ELFASI,office supplies,B0003449D,10327.63,USD,manual
B0003450,1,2024-12-15,420000,S.ELFASI,service fee,B0003450D,-8734.97,USD,manual
B0003450,2,2024-12-15,51410000,S.ELFASI,service fee,B0003450D,8734.97,USD,manual
B0003451,1,2024-08-10,400000,H.AITLA,supplier invoice,B0003451D,-16414.22,USD,manual
B0003451,2,2024-08-10,51410000,H.AITLA,supplier invoice,B0003451D,16414.22,USD,manual
B0003452,1,2024-09-05,450000,Z.BERRADA,utility fee,B0003452D,-38215.59,USD,manual
B0003452,2,2024-09-05,51410000,Z.BERRADA,utility fee,B0003452D,38215.59,USD,manual
B0003453,1,2024-04-24,420000,K.MANSOURI,supplier invoice,B0003453D,-33966.28,USD,manual
B0003453,2,2024-04-24,51410000,K.MANSOURI,supplier invoice,B0003453D,33966.28,USD,manual
B0003454,1,2024-01-19,450000,Z.BERRADA,service fee,B0003454D,-20795.21,USD,manual
B0003454,2,2024-01-19,51410000,Z.BERRADA,service fee,B0003454D,20795.21,USD,manual
B0003455,1,2024-11-08,420000,Z.BERRADA,supplier invoice,B0003455D,-30982.71,USD,manual
B0003455,2,2024-11-08,51410000,Z.BERRADA,supplier invoice,B0003455D,30982.71,USD,manual
B0003456,1,2024-03-24,620000,Z.BERRADA,supplier invoice,B0003456D,-7342.99,USD,manual
B0003456,2,2024-03-24,51410000,Z.BERRADA,supplier invoice,B0003456D,7342.99,USD,manual
B0003457,1,2024-01-13,610000,H.AITLA,office supplies,B0003457D,-22235.19,USD,manual
B0003457,2,2024-01-13,51410000,H.AITLA,office supplies,B0003457D,22235.19,USD,manual
B0003458,1,2024-12-05,450000,M.BENNANI,service fee,B0003458D,-26281.18,USD,manual
B0003458,2,2024-12-05,51410000,M.BENNANI,service fee,B0003458D,26281.18,USD,manual
B0003459,1,2024-04-13,420000,S.ELFASI,office supplies,B0003459D,-29150.36,USD,manual
B0003459,2,2024-04-13,51410000,S.ELFASI,office supplies,B0003459D,29150.36,USD,manual
B0003460,1,2024-06-26,620000,S.ELFASI,rent charge,B0003460D,-40135.17,USD,manual
B0003460,2,2024-06-26,51410000,S.ELFASI,rent charge,B0003460D,40135.17,USD,manual
B0003461,1,2024-03-13,610000,Z.BERRADA,rent charge,B0003461D,-9283.11,USD,manual
B0003461,2,2024-03-13,51410000,Z.BERRADA,rent charge,B0003461D,9283.11,USD,manual
B0003462,1,2024-09-26,620000,H.AITLA,utility fee,B0003462D,-40846.41,USD,manual
B0003462,2,2024-09-26,51410000,H.AITLA,utility fee,B0003462D,40846.41,USD,manual
B0003463,1,2024-06-14,420000,Z.BERRADA,rent charge,B0003463D,-13661.52,USD,manual
B0003463,2,2024-06-14,51410000,Z.BERRADA,rent charge,B0003463D,13661.52,USD,manual
B0003464,1,2024-08-20,420000,K.MANSOURI,rent charge,B0003464D,-13847.56,USD,manual
B0003464,2,2024-08-20,51410000,K.MANSOURI,rent charge,B0003464D,13847.56,USD,manual
B0003465,1,2024-12-11,400000,Z.BERRADA,service fee,B0003465D,-30849.14,USD,manual
B0003465,2,2024-12-11,51410000,Z.BERRADA,service fee,B0003465D,30849.14,USD,manual
B0003466,1,2024-07-07,450000,K.MANSOURI,utility fee,B0003466D,-37612.51,USD,manual
B0003466,2,2024-07-07,51410000,K.MANSOURI,utility fee,B0003466D,37612.51,USD,manual
B0003467,1,2024-08-05,400000,H.AITLA,office supplies,B0003467D,-18081.64,USD,manual
B0003467,2,2024-08-05,51410000,H.AITLA,office supplies,B0003467D,18081.64,USD,manual
B0003468,1,2024-04-18,610000,K.MANSOURI,office supplies,B0003468D,-17307.04,USD,manual
B0003468,2,2024-04-18,51410000,K.MANSOURI,office supplies,B0003468D,17307.04,USD,manual
B0003469,1,2024-11-19,620000,S.ELFASI,rent charge,B0003469D,-39576.53,USD,manual
B0003469,2,2024-11-19,51410000,S.ELFASI,rent charge,B0003469D,39576.53,USD,manual
B0003470,1,2024-12-05,450000,H.AITLA,service fee,B0003470D,-28050.76,USD,manual
B0003470,2,2024-12-05,51410000,H.AITLA,service fee,B0003470D,28050.76,USD,manual
B0003471,1,2024-01-08,450000,M.BENNANI,supplier invoice,B0003471D,-38972.55,USD,manual
B0003471,2,2024-01-08,51410000,M.BENNANI,supplier invoice,B0003471D,38972.55,USD,manual
B0003472,1,2024-04-02,450000,H.AITLA,utility fee,B0003472D,-10840.61,USD,manual
B0003472,2,2024-04-02,51410000,H.AITLA,utility fee,B0003472D,10840.61,USD,manual
B0003473,1,2024-11-10,620000,K.MANSOURI,rent charge,B0003473D,-26299.29,USD,manual
B0003473,2,2024-11-10,51410000,K.MANSOURI,rent charge,B0003473D,26299.29,USD,manual
B0003474,1,2024-03-22,610000,S.ELFASI,service fee,B0003474D,-11664.16,USD,manual
B0003474,2,2024-03-22,51410000,S.ELFASI,service fee,B0003474D,11664.16,USD,manual
B0003475,1,2024-03-04,620000,Z.BERRADA,office supplies,B0003475D,-27796.86,USD,manual
B0003475,2,2024-03-04,51410000,Z.BERRADA,office supplies,B0003475D,27796.86,USD,manual
B0003476,1,2024-11-24,450000,K.MANSOURI,office supplies,B0003476D,-13985.25,USD,manual
B0003476,2,2024-11-24,51410000,K.MANSOURI,office supplies,B0003476D,13985.25,USD,manual
B0003477,1,2024-07-24,610000,M.BENNANI,service fee,B0003477D,-13804.95,USD,manual
B0003477,2,2024-07-24,51410000,M.BENNANI,service fee,B0003477D,13804.95,USD,manual
B0003478,1,2024-12-14,420000,Z.BERRADA,office supplies,B0003478D,-29993.12,USD,manual
B0003478,2,2024-12-14,51410000,Z.BERRADA,office supplies,B0003478D,29993.12,USD,manual
B0003479,1,2024-03-08,400000,M.BENNANI,supplier invoice,B0003479D,-2058.54,USD,manual
B0003479,2,2024-03-08,51410000,M.BENNANI,supplier invoice,B0003479D,2058.54,USD,manual
B0003480,1,2024-08-07,450000,K.MANSOURI,office supplies,B0003480D,-34295.73,USD,manual
B0003480,2,2024-08-07,51410000,K.MANSOURI,office supplies,B0003480D,34295.73,USD,manual
B0003481,1,2024-08-26,400000,K.MANSOURI,utility fee,B0003481D,-3959.62,USD,manual
B0003481,2,2024-08-26,51410000,K.MANSOURI,utility fee,B0003481D,3959.62,USD,manual
B0003482,1,2024-11-21,620000,Z.BERRADA,service fee,B0003482D,-13606.92,USD,manual
B0003482,2,2024-11-21,51410000,Z.BERRADA,service fee,B0003482D,13606.92,USD,manual
B0003483,1,2024-12-05,620000,Z.BERRADA,service fee,B0003483D,-9778.08,USD,manual
B0003483,2,2024-12-05,51410000,Z.BERRADA,service fee,B0003483D,9778.08,USD,manual
B0003484,1,2024-12-16,450000,K.MANSOURI,rent charge,B0003484D,-23996.03,USD,manual
B0003484,2,2024-12-16,51410000,K.MANSOURI,rent charge,B0003484D,23996.03,USD,manual
B0003485,1,2024-08-11,400000,K.MANSOURI,supplier invoice,B0003485D,-27916.15,USD,manual
B0003485,2,2024-08-11,51410000,K.MANSOURI,supplier invoice,B0003485D,27916.15,USD,manual
B0003486,1,2024-04-24,420000,M.BENNANI,supplier invoice,B0003486D,-10184.39,USD,manual
B0003486,2,2024-04-24,51410000,M.BENNANI,supplier invoice,B0003486D,10184.39,USD,manual
B0003487,1,2024-02-25,610000,Z.BERRADA,utility fee,B0003487D,-11928.33,USD,manual
B0003487,2,2024-02-25,51410000,Z.BERRADA,utility fee,B0003487D,11928.33,USD,manual
B0003488,1,2024-11-19,400000,M.BENNANI,utility fee,B0003488D,-5653.49,USD,manual
B0003488,2,2024-11-19,51410000,M.BENNANI,utility fee,B0003488D,5653.49,USD,manual
B0003489,1,2024-06-18,610000,S.ELFASI,office supplies,B0003489D,-35329.23,USD,manual
B0003489,2,2024-06-18,51410000,S.ELFASI,office supplies,B0003489D,35329.23,USD,manual
B0003490,1,2024-12-19,420000,K.MANSOURI,rent charge,B0003490D,-22884.10,USD,manual
B0003490,2,2024-12-19,51410000,K.MANSOURI,rent charge,B0003490D,22884.10,USD,manual
B0003491,1,2024-10-24,420000,M.BENNANI,service fee,B0003491D,-22817.71,USD,manual
B0003491,2,2024-10-24,51410000,M.BENNANI,service fee,B0003491D,22817.71,USD,manual
B0003492,1,2024-09-26,420000,S.ELFASI,supplier invoice,B0003492D,-17305.40,USD,manual
B0003492,2,2024-09-26,51410000,S.ELFASI,supplier invoice,B0003492D,17305.40,USD,manual
B0003493,1,2024-08-25,400000,K.MANSOURI,office supplies,B0003493D,-6253.43,USD,manual
B0003493,2,2024-08-25,51410000,K.MANSOURI,office supplies,B0003493D,6253.43,USD,manual
B0003494,1,2024-10-09,610000,Z.BERRADA,utility fee,B0003494D,-37312.83,USD,manual
B0003494,2,2024-10-09,51410000,Z.BERRADA,utility fee,B0003494D,37312.83,USD,manual
B0003495,1,2024-04-06,400000,S.ELFASI,utility fee,B0003495D,-39660.23,USD,manual
B0003495,2,2024-04-06,51410000,S.ELFASI,utility fee,B0003495D,39660.23,USD,manual
B0003496,1,2024-10-06,400000,Z.BERRADA,rent charge,B0003496D,-33139.58,USD,manual
B0003496,2,2024-10-06,51410000,Z.BERRADA,rent charge,B0003496D,33139.58,USD,manual
B0003497,1,2024-05-07,450000,S.ELFASI,office supplies,B0003497D,-27775.04,USD,manual
B0003497,2,2024-05-07,51410000,S.ELFASI,office supplies,B0003497D,27775.04,USD,manual
B0003498,1,2024-09-11,400000,K.MANSOURI,office supplies,B0003498D,-39371.03,USD,manual
B0003498,2,2024-09-11,51410000,K.MANSOURI,office supplies,B0003498D,39371.03,USD,manual
B0003499,1,2024-08-16,400000,H.AITLA,utility fee,B0003499D,-40988.14,USD,manual
B0003499,2,2024-08-16,51410000,H.AITLA,utility fee,B0003499D,40988.14,USD,manual
B0003500,1,2024-05-19,450000,M.BENNANI,supplier invoice,B0003500D,-31619.73,USD,manual
B0003500,2,2024-05-19,51410000,M.BENNANI,supplier invoice,B0003500D,31619.73,USD,manual
B0003501,1,2024-07-20,450000,H.AITLA,rent charge,B0003501D,-29644.72,USD,manual
B0003501,2,2024-07-20,51410000,H.AITLA,rent charge,B0003501D,29644.72,USD,manual
B0003502,1,2024-05-16,400000,Z.BERRADA,office supplies,B0003502D,-32199.77,USD,manual
B0003502,2,2024-05-16,51410000,Z.BERRADA,office supplies,B0003502D,32199.77,USD,manual
B0003503,1,2024-02-10,420000,Z.BERRADA,rent charge,B0003503D,-37643.61,USD,manual
B0003503,2,2024-02-10,51410000,Z.BERRADA,rent charge,B0003503D,37643.61,USD,manual
