REF,LINE,DATE,DOCDAT,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0011504,2,2024-05-24,2024-05-24,51410000,H.AITLA,office supplies,B0011504D,7346.97,USD,manual
B0011505,1,2024-09-11,2024-09-11,620000,H.AITLA,service fee,B0011505D,-96558.93,USD,manual
B0011505,2,2024-09-11,2024-09-11,51410000,H.AITLA,service fee,B0011505D,96558.93,USD,manual
B0011506,1,2024-12-23,2024-12-23,620000,K.MANSOURI,supplier invoice,B0011506D,-16301.16,USD,manual
B0011506,2,2024-12-23,2024-12-23,51410000,K.MANSOURI,supplier invoice,B0011506D,16301.16,USD,manual
B0011507,1,2024-08-15,2024-08-15,420000,M.BENNANI,supplier invoice,B0011507D,-16254.21,USD,manual
B0011507,2,2024-08-15,2024-08-15,51410000,M.BENNANI,supplier invoice,B0011507D,16254.21,USD,manual
B0011508,1,2024-04-08,2024-04-08,400000,H.AITLA,utility fee,B0011508D,-7916.84,USD,manual
B0011508,2,2024-04-08,2024-04-08,51410000,H.AITLA,utility fee,B0011508D,7916.84,USD,manual
B0011509,1,2024-05-02,2024-05-02,420000,K.MANSOURI,supplier invoice,B0011509D,-33866.79,USD,manual
B0011509,2,2024-05-02,2024-05-02,51410000,K.MANSOURI,supplier invoice,B0011509D,33866.79,USD,manual
B0011510,1,2024-02-26,2024-02-26,400000,Z.BERRADA,service fee,B0011510D,-94166.64,USD,manual
B0011510,2,2024-02-26,2024-02-26,51410000,Z.BERRADA,service fee,B0011510D,94166.64,USD,manual
B0011511,1,2024-03-03,2024-03-03,620000,M.BENNANI,rent charge,B0011511D,-100909.72,USD,manual
B0011511,2,2024-03-03,2024-03-03,51410000,M.BENNANI,rent charge,B0011511D,100909.72,USD,manual
B0011512,1,2024-09-10,2024-09-10,420000,K.MANSOURI,supplier invoice,B0011512D,-37426.58,USD,manual
B0011512,2,2024-09-10,2024-09-10,51410000,K.MANSOURI,supplier invoice,B0011512D,37426.58,USD,manual
B0011513,1,2024-10-19,2024-10-19,450000,K.MANSOURI,supplier invoice,B0011513D,-4567.12,USD,manual
B0011513,2,2024-10-19,2024-10-19,51410000,K.MANSOURI,supplier invoice,B0011513D,4567.12,USD,manual
B0011514,1,2024-02-11,2024-02-11,450000,M.BENNANI,rent charge,B0011514D,-116317.47,USD,manual
B0011514,2,2024-02-11,2024-02-11,51410000,M.BENNANI,rent charge,B0011514D,116317.47,USD,manual
B0011515,1,2024-11-17,2024-11-17,400000,H.AITLA,office supplies,B0011515D,-23679.99,USD,manual
B0011515,2,2024-11-17,2024-11-17,51410000,H.AITLA,office supplies,B0011515D,23679.99,USD,manual
B0011516,1,2024-05-14,2024-05-14,450000,M.BENNANI,office supplies,B0011516D,-29949.69,USD,manual
B0011516,2,2024-05-14,2024-05-14,51410000,M.BENNANI,office supplies,B0011516D,29949.69,USD,manual
B0011517,1,2024-02-21,2024-02-21,400000,S.ELFASI,supplier invoice,B0011517D,-36930.09,USD,manual
B0011517,2,2024-02-21,2024-02-21,51410000,S.ELFASI,supplier invoice,B0011517D,36930.09,USD,manual
B0011518,1,2024-05-13,2024-05-13,420000,WF-BATCH,rent charge,B0011518D,-32196.97,USD,system
B0011518,2,2024-05-13,2024-05-13,51410000,WF-BATCH,rent charge,B0011518D,32196.97,USD,system
B0011519,1,2024-10-23,2024-10-23,620000,S.ELFASI,office supplies,B0011519D,-6394.69,USD,manual
B0011519,2,2024-10-23,2024-10-23,51410000,S.ELFASI,office supplies,B0011519D,6394.69,USD,manual
B0011520,1,2024-08-26,2024-08-26,610000,M.BENNANI,service fee,B0011520D,-73221.68,USD,manual
B0011520,2,2024-08-26,2024-08-26,51410000,M.BENNANI,service fee,B0011520D,73221.68,USD,manual
B0011521,1,2024-08-01,2024-08-01,400000,H.AITLA,service fee,B0011521D,-41928.31,USD,manual
B0011521,2,2024-08-01,2024-08-01,51410000,H.AITLA,service fee,B0011521D,41928.31,USD,manual
B0011522,1,2024-10-02,2024-10-02,400000,K.MANSOURI,office supplies,B0011522D,-20551.60,USD,manual
B0011522,2,2024-10-02,2024-10-02,51410000,K.MANSOURI,office supplies,B0011522D,20551.60,USD,manual
B0011523,1,2024-05-05,2024-05-05,420000,M.BENNANI,service fee,B0011523D,-33011.73,USD,manual
B0011523,2,2024-05-05,2024-05-05,51410000,M.BENNANI,service fee,B0011523D,33011.73,USD,manual
B0011524,1,2024-05-11,2024-05-11,620000,H.AITLA,office supplies,B0011524D,-31081.25,USD,manual
B0011524,2,2024-05-11,2024-05-11,51410000,H.AITLA,office supplies,B0011524D,31081.25,USD,manual
B0011525,1,2024-11-02,2024-11-02,610000,M.BENNANI,service fee,B0011525D,-32494.50,USD,manual
B0011525,2,2024-11-02,2024-11-02,51410000,M.BENNANI,service fee,B0011525D,32494.50,USD,manual
B0011526,1,2024-03-04,2024-03-04,420000,H.AITLA,supplier invoice,B0011526D,-20458.25,USD,manual
B0011526,2,2024-03-04,2024-03-04,51410000,H.AITLA,supplier invoice,B0011526D,20458.25,USD,manual
B0011527,1,2024-04-11,2024-04-11,610000,K.MANSOURI,supplier invoice,B0011527D,-12653.45,USD,manual
B0011527,2,2024-04-11,2024-04-11,51410000,K.MANSOURI,supplier invoice,B0011527D,12653.45,USD,manual
B0011528,1,2024-10-20,2024-10-20,450000,Z.BERRADA,service fee,B0011528D,-93805.23,USD,manual
B0011528,2,2024-10-20,2024-10-20,51410000,Z.BERRADA,service fee,B0011528D,93805.23,USD,manual
B0011529,1,2024-10-12,2024-10-12,610000,IDOC_AUTO,office supplies,B0011529D,-5299.09,USD,system
B0011529,2,2024-10-12,2024-10-12,51410000,IDOC_AUTO,office supplies,B0011529D,5299.09,USD,system
B0011530,1,2024-10-02,2024-10-02,400000,S.ELFASI,utility fee,B0011530D,-22154.17,USD,manual
B0011530,2,2024-10-02,2024-10-02,51410000,S.ELFASI,utility fee,B0011530D,22154.17,USD,manual
B0011531,1,2024-06-23,2024-06-23,610000,K.MANSOURI,service fee,B0011531D,-27341.18,USD,manual
B0011531,2,2024-06-23,2024-06-23,51410000,K.MANSOURI,service fee,B0011531D,27341.18,USD,manual
B0011532,1,2024-10-21,2024-10-21,620000,H.AITLA,supplier invoice,B0011532D,-36584.46,USD,manual
B0011532,2,2024-10-21,2024-10-21,51410000,H.AITLA,supplier invoice,B0011532D,36584.46,USD,manual
B0011533,1,2024-03-09,2024-03-09,450000,H.AITLA,office supplies,B0011533D,-32968.32,USD,manual
B0011533,2,2024-03-09,2024-03-09,51410000,H.AITLA,office supplies,B0011533D,32968.32,USD,manual
B0011534,1,2024-06-01,2024-06-01,610000,S.ELFASI,supplier invoice,B0011534D,-101492.59,USD,manual
B0011534,2,2024-06-01,2024-06-01,51410000,S.ELFASI,supplier invoice,B0011534D,101492.59,USD,manual
B0011535,1,2024-11-09,2024-11-09,620000,S.ELFASI,rent charge,B0011535D,-40543.21,USD,manual
B0011535,2,2024-11-09,2024-11-09,51410000,S.ELFASI,rent charge,B0011535D,40543.21,USD,manual
B0011536,1,2024-10-14,2024-10-14,450000,Z.BERRADA,service fee,B0011536D,-111617.91,USD,manual
B0011536,2,2024-10-14,2024-10-14,51410000,Z.BERRADA,service fee,B0011536D,111617.91,USD,manual
B0011537,1,2024-05-05,2024-05-05,450000,IDOC_AUTO,utility fee,B0011537D,-39575.73,USD,system
B0011537,2,2024-05-05,2024-05-05,51410000,IDOC_AUTO,utility fee,B0011537D,39575.73,USD,system
B0011538,1,2024-05-21,2024-05-21,610000,K.MANSOURI,utility fee,B0011538D,-10250.24,USD,manual
B0011538,2,2024-05-21,2024-05-21,51410000,K.MANSOURI,utility fee,B0011538D,10250.24,USD,manual
B0011539,1,2024-02-03,2024-02-03,400000,S.ELFASI,service fee,B0011539D,-2441.05,USD,manual
B0011539,2,2024-02-03,2024-02-03,51410000,S.ELFASI,service fee,B0011539D,2441.05,USD,manual
B0011540,1,2024-06-07,2024-06-07,450000,K.MANSOURI,office supplies,B0011540D,-39737.58,USD,manual
B0011540,2,2024-06-07,2024-06-07,51410000,K.MANSOURI,office supplies,B0011540D,39737.58,USD,manual
B0011541,1,2024-06-15,2024-06-15,610000,K.MANSOURI,utility fee,B0011541D,-31887.03,USD,manual
B0011541,2,2024-06-15,2024-06-15,51410000,K.MANSOURI,utility fee,B0011541D,31887.03,USD,manual
B0011542,1,2024-01-15,2024-01-15,400000,K.MANSOURI,supplier invoice,B0011542D,-38509.78,USD,manual
B0011542,2,2024-01-15,2024-01-15,51410000,K.MANSOURI,supplier invoice,B0011542D,38509.78,USD,manual
B0011543,1,2024-03-13,2024-03-13,400000,K.MANSOURI,rent charge,B0011543D,-382353.58,USD,manual
B0011543,2,2024-03-13,2024-03-13,51410000,K.MANSOURI,rent charge,B0011543D,382353.58,USD,manual
B0011544,1,2024-09-24,2024-09-24,400000,IDOC_AUTO,utility fee,B0011544D,-1451.42,USD,system
B0011544,2,2024-09-24,2024-09-24,51410000,IDOC_AUTO,utility fee,B0011544D,1451.42,USD,system
B0011545,1,2024-12-10,2024-12-10,450000,IDOC_AUTO,supplier invoice,B0011545D,-37767.06,USD,system
B0011545,2,2024-12-10,2024-12-10,51410000,IDOC_AUTO,supplier invoice,B0011545D,37767.06,USD,system
B0011546,1,2024-09-01,2024-09-01,620000,K.MANSOURI,supplier invoice,B0011546D,-19825.83,USD,manual
B0011546,2,2024-09-01,2024-09-01,51410000,K.MANSOURI,supplier invoice,B0011546D,19825.83,USD,manual
B0011547,1,2024-06-16,2024-06-16,420000,K.MANSOURI,utility fee,B0011547D,-25843.05,USD,manual
B0011547,2,2024-06-16,2024-06-16,51410000,K.MANSOURI,utility fee,B0011547D,25843.05,USD,manual
B0011548,1,2024-04-12,2024-04-12,400000,S.ELFASI,utility fee,B0011548D,-19847.75,USD,manual
B0011548,2,2024-04-12,2024-04-12,51410000,S.ELFASI,utility fee,B0011548D,19847.75,USD,manual
B0011549,1,2024-11-21,2024-11-21,450000,H.AITLA,office supplies,B0011549D,-4458.88,USD,manual
B0011549,2,2024-11-21,2024-11-21,51410000,H.AITLA,office supplies,B0011549D,4458.88,USD,manual
B0011550,1,2024-12-24,2024-12-24,420000,IDOC_AUTO,office supplies,B0011550D,-12172.85,USD,system
B0011550,2,2024-12-24,2024-12-24,51410000,IDOC_AUTO,office supplies,B0011550D,12172.85,USD,system
B0011551,1,2024-08-06,2024-08-06,400000,M.BENNANI,service fee,B0011551D,-16188.12,USD,manual
B0011551,2,2024-08-06,2024-08-06,51410000,M.BENNANI,service fee,B0011551D,16188.12,USD,manual
B0011552,1,2024-03-20,2024-03-20,620000,Z.BERRADA,supplier invoice,B0011552D,-8973.29,USD,manual
B0011552,2,2024-03-20,2024-03-20,51410000,Z.BERRADA,supplier invoice,B0011552D,8973.29,USD,manual
B0011553,1,2024-09-07,2024-09-07,400000,M.BENNANI,office supplies,B0011553D,-74234.89,USD,manual
B0011553,2,2024-09-07,2024-09-07,51410000,M.BENNANI,office supplies,B0011553D,74234.89,USD,manual
B0011554,1,2024-11-05,2024-11-05,420000,S.ELFASI,supplier invoice,B0011554D,-51118.40,USD,manual
B0011554,2,2024-11-05,2024-11-05,51410000,S.ELFASI,supplier invoice,B0011554D,51118.40,USD,manual
B0011555,1,2024-12-05,2024-12-05,610000,H.AITLA,rent charge,B0011555D,-68237.73,USD,manual
B0011555,2,2024-12-05,2024-12-05,51410000,H.AITLA,rent charge,B0011555D,68237.73,USD,manual
B0011556,1,2024-05-03,2024-05-03,420000,SAP_JOB,office supplies,B0011556D,-6979.92,USD,system
B0011556,2,2024-05-03,2024-05-03,51410000,SAP_JOB,office supplies,B0011556D,6979.92,USD,system
B0011557,1,2024-01-09,2024-01-09,620000,IDOC_AUTO,supplier invoice,B0011557D,-41309.56,USD,system
B0011557,2,2024-01-09,2024-01-09,51410000,IDOC_AUTO,supplier invoice,B0011557D,41309.56,USD,system
B0011558,1,2024-01-01,2024-01-01,400000,IDOC_AUTO,office supplies,B0011558D,-35350.92,USD,system
B0011558,2,2024-01-01,2024-01-01,51410000,IDOC_AUTO,office supplies,B0011558D,35350.92,USD,system
B0011559,1,2024-12-07,2024-12-07,620000,S.ELFASI,utility fee,B0011559D,-5134.57,USD,manual
B0011559,2,2024-12-07,2024-12-07,51410000,S.ELFASI,utility fee,B0011559D,5134.57,USD,manual
B0011560,1,2024-12-26,2024-12-26,450000,M.BENNANI,supplier invoice,B0011560D,-8538.67,USD,manual
B0011560,2,2024-12-26,2024-12-26,51410000,M.BENNANI,supplier invoice,B0011560D,8538.67,USD,manual
B0011561,1,2024-11-11,2024-11-11,450000,M.BENNANI,utility fee,B0011561D,-29526.94,USD,manual
B0011561,2,2024-11-11,2024-11-11,51410000,M.BENNANI,utility fee,B0011561D,29526.94,USD,manual
B0011562,1,2024-03-02,2024-03-02,610000,M.BENNANI,office supplies,B0011562D,-34169.10,USD,manual
B0011562,2,2024-03-02,2024-03-02,51410000,M.BENNANI,office supplies,B0011562D,34169.10,USD,manual
B0011563,1,2024-08-02,2024-08-02,610000,M.BENNANI,office supplies,B0011563D,-25646.11,USD,manual
B0011563,2,2024-08-02,2024-08-02,51410000,M.BENNANI,office supplies,B0011563D,25646.11,USD,manual
B0011564,1,2024-12-01,2024-12-01,620000,M.BENNANI,utility fee,B0011564D,-7068.72,USD,manual
B0011564,2,2024-12-01,2024-12-01,51410000,M.BENNANI,utility fee,B0011564D,7068.72,USD,manual
B0011565,1,2024-01-18,2024-01-18,620000,S.ELFASI,utility fee,B0011565D,-20214.48,USD,manual
B0011565,2,2024-01-18,2024-01-18,51410000,S.ELFASI,utility fee,B0011565D,20214.48,USD,manual
B0011566,1,2024-11-22,2024-11-22,400000,M.BENNANI,office supplies,B0011566D,-1506.41,USD,manual
B0011566,2,2024-11-22,2024-11-22,51410000,M.BENNANI,office supplies,B0011566D,1506.41,USD,manual
B0011567,1,2024-03-02,2024-03-02,610000,S.ELFASI,service fee,B0011567D,-31172.52,USD,manual
B0011567,2,2024-03-02,2024-03-02,51410000,S.ELFASI,service fee,B0011567D,31172.52,USD,manual
B0011568,1,2024-01-09,2024-01-09,620000,H.AITLA,rent charge,B0011568D,-20869.76,USD,manual
B0011568,2,2024-01-09,2024-01-09,51410000,H.AITLA,rent charge,B0011568D,20869.76,USD,manual
B0011569,1,2024-05-09,2024-05-09,450000,M.BENNANI,supplier invoice,B0011569D,-99569.97,USD,manual
B0011569,2,2024-05-09,2024-05-09,51410000,M.BENNANI,supplier invoice,B0011569D,99569.97,USD,manual
B0011570,1,2024-12-21,2024-12-21,420000,WF-BATCH,utility fee,B0011570D,-38351.65,USD,system
B0011570,2,2024-12-21,2024-12-21,51410000,WF-BATCH,utility fee,B0011570D,38351.65,USD,system
B0011571,1,2024-06-21,2024-06-21,610000,M.BENNANI,service fee,B0011571D,-35349.78,USD,manual
B0011571,2,2024-06-21,2024-06-21,51410000,M.BENNANI,service fee,B0011571D,35349.78,USD,manual
B0011572,1,2024-01-24,2024-01-24,450000,M.BENNANI,utility fee,B0011572D,-26099.64,USD,manual
B0011572,2,2024-01-24,2024-01-24,51410000,M.BENNANI,utility fee,B0011572D,26099.64,USD,manual
B0011573,1,2024-11-10,2024-11-10,620000,K.MANSOURI,utility fee,B0011573D,-81230.83,USD,manual
B0011573,2,2024-11-10,2024-11-10,51410000,K.MANSOURI,utility fee,B0011573D,81230.83,USD,manual
B0011574,1,2024-08-21,2024-08-21,420000,H.AITLA,rent charge,B0011574D,-26847.02,USD,manual
B0011574,2,2024-08-21,2024-08-21,51410000,H.AITLA,rent charge,B0011574D,26847.02,USD,manual
B0011575,1,2024-09-08,2024-09-08,450000,K.MANSOURI,service fee,B0011575D,-18165.31,USD,manual
B0011575,2,2024-09-08,2024-09-08,51410000,K.MANSOURI,service fee,B0011575D,18165.31,USD,manual
B0011576,1,2024-07-04,2024-07-04,420000,M.BENNANI,utility fee,B0011576D,-33697.85,USD,manual
B0011576,2,2024-07-04,2024-07-04,51410000,M.BENNANI,utility fee,B0011576D,33697.85,USD,manual
B0011577,1,2024-05-07,2024-05-07,450000,Z.BERRADA,rent charge,B0011577D,-227113.51,USD,manual
B0011577,2,2024-05-07,2024-05-07,51410000,Z.BERRADA,rent charge,B0011577D,227113.51,USD,manual
B0011578,1,2024-10-22,2024-10-22,610000,Z.BERRADA,supplier invoice,B0011578D,-1172.01,USD,manual
B0011578,2,2024-10-22,2024-10-22,51410000,Z.BERRADA,supplier invoice,B0011578D,1172.01,USD,manual
B0011579,1,2024-06-15,2024-06-15,420000,IDOC_AUTO,office supplies,B0011579D,-3744.91,USD,system
B0011579,2,2024-06-15,2024-06-15,51410000,IDOC_AUTO,office supplies,B0011579D,3744.91,USD,system
B0011580,1,2024-09-15,2024-09-15,400000,H.AITLA,service fee,B0011580D,-25521.03,USD,manual
B0011580,2,2024-09-15,2024-09-15,51410000,H.AITLA,service fee,B0011580D,25521.03,USD,manual
B0011581,1,2024-03-08,2024-03-08,620000,S.ELFASI,rent charge,B0011581D,-26807.02,USD,manual
B0011581,2,2024-03-08,2024-03-08,51410000,S.ELFASI,rent charge,B0011581D,26807.02,USD,manual
B0011582,1,2024-01-19,2024-01-19,620000,M.BENNANI,supplier invoice,B0011582D,-14205.33,USD,manual
B0011582,2,2024-01-19,2024-01-19,51410000,M.BENNANI,supplier invoice,B0011582D,14205.33,USD,manual
B0011583,1,2024-06-09,2024-06-09,420000,Z.BERRADA,rent charge,B0011583D,-25225.55,USD,manual
B0011583,2,2024-06-09,2024-06-09,51410000,Z.BERRADA,rent charge,B0011583D,25225.55,USD,manual
B0011584,1,2024-03-08,2024-03-08,450000,Z.BERRADA,rent charge,B0011584D,-119256.99,USD,manual
B0011584,2,2024-03-08,2024-03-08,51410000,Z.BERRADA,rent charge,B0011584D,119256.99,USD,manual
B0011585,1,2024-09-03,2024-09-03,610000,H.AITLA,utility fee,B0011585D,-92877.88,USD,manual
B0011585,2,2024-09-03,2024-09-03,51410000,H.AITLA,utility fee,B0011585D,92877.88,USD,manual
B0011586,1,2024-03-01,2024-03-01,400000,S.ELFASI,supplier invoice,B0011586D,-395974.28,USD,manual
B0011586,2,2024-03-01,2024-03-01,51410000,S.ELFASI,supplier invoice,B0011586D,395974.28,USD,manual
B0011587,1,2024-02-15,2024-02-15,450000,S.ELFASI,service fee,B0011587D,-26812.12,USD,manual
B0011587,2,2024-02-15,2024-02-15,51410000,S.ELFASI,service fee,B0011587D,26812.12,USD,manual
B0011588,1,2024-06-09,2024-06-09,610000,IDOC_AUTO,office supplies,B0011588D,-15720.27,USD,system
B0011588,2,2024-06-09,2024-06-09,51410000,IDOC_AUTO,office supplies,B0011588D,15720.27,USD,system
B0011589,1,2024-05-26,2024-05-26,450000,M.BENNANI,service fee,B0011589D,-3325.91,USD,manual
B0011589,2,2024-05-26,2024-05-26,51410000,M.BENNANI,service fee,B0011589D,3325.91,USD,manual
B0011590,1,2024-08-09,2024-08-09,620000,S.ELFASI,rent charge,B0011590D,-10274.35,USD,manual
B0011590,2,2024-08-09,2024-08-09,51410000,S.ELFASI,rent charge,B0011590D,10274.35,USD,manual
B0011591,1,2024-07-11,2024-07-11,400000,M.BENNANI,utility fee,B0011591D,-31493.04,USD,manual
B0011591,2,2024-07-11,2024-07-11,51410000,M.BENNANI,utility fee,B0011591D,31493.04,USD,manual
B0011592,1,2024-05-05,2024-05-05,620000,M.BENNANI,rent charge,B0011592D,-71544.76,USD,manual
B0011592,2,2024-05-05,2024-05-05,51410000,M.BENNANI,rent charge,B0011592D,71544.76,USD,manual
B0011593,1,2024-03-06,2024-03-06,400000,H.AITLA,utility fee,B0011593D,-18194.61,USD,manual
B0011593,2,2024-03-06,2024-03-06,51410000,H.AITLA,utility fee,B0011593D,18194.61,USD,manual
B0011594,1,2024-03-15,2024-03-15,400000,S.ELFASI,rent charge,B0011594D,-2762.70,USD,manual
B0011594,2,2024-03-15,2024-03-15,51410000,S.ELFASI,rent charge,B0011594D,2762.70,USD,manual
B0011595,1,2024-02-13,2024-02-13,400000,M.BENNANI,service fee,B0011595D,-38202.38,USD,manual
B0011595,2,2024-02-13,2024-02-13,51410000,M.BENNANI,service fee,B0011595D,38202.38,USD,manual
B0011596,1,2024-10-07,2024-10-07,420000,S.ELFASI,supplier invoice,B0011596D,-14244.17,USD,manual
B0011596,2,2024-10-07,2024-10-07,51410000,S.ELFASI,supplier invoice,B0011596D,14244.17,USD,manual
B0011597,1,2024-03-08,2024-03-08,620000,S.ELFASI,supplier invoice,B0011597D,-1356.82,USD,manual
B0011597,2,2024-03-08,2024-03-08,51410000,S.ELFASI,supplier invoice,B0011597D,1356.82,USD,manual
B0011598,1,2024-04-25,2024-04-25,620000,K.MANSOURI,service fee,B0011598D,-29000.45,USD,manual
B0011598,2,2024-04-25,2024-04-25,51410000,K.MANSOURI,service fee,B0011598D,29000.45,USD,manual
B0011599,1,2024-09-03,2024-09-03,620000,K.MANSOURI,rent charge,B0011599D,-33867.26,USD,manual
B0011599,2,2024-09-03,2024-09-03,51410000,K.MANSOURI,rent charge,B0011599D,33867.26,USD,manual
B0011600,1,2024-11-04,2024-11-04,420000,K.MANSOURI,supplier invoice,B0011600D,-117266.18,USD,manual
B0011600,2,2024-11-04,2024-11-04,51410000,K.MANSOURI,supplier invoice,B0011600D,117266.18,USD,manual
B0011601,1,2024-09-13,2024-09-13,610000,S.ELFASI,supplier invoice,B0011601D,-15588.50,USD,manual
B0011601,2,2024-09-13,2024-09-13,51410000,S.ELFASI,supplier invoice,B0011601D,15588.50,USD,manual
B0011602,1,2024-04-23,2024-04-23,420000,K.MANSOURI,rent charge,B0011602D,-39543.06,USD,manual
B0011602,2,2024-04-23,2024-04-23,51410000,K.MANSOURI,rent charge,B0011602D,39543.06,USD,manual
B0011603,1,2024-02-02,2024-02-02,400000,M.BENNANI,utility fee,B0011603D,-19227.60,USD,manual
B0011603,2,2024-02-02,2024-02-02,51410000,M.BENNANI,utility fee,B0011603D,19227.60,USD,manual
B0011604,1,2024-12-04,2024-12-04,400000,H.AITLA,service fee,B0011604D,-15606.96,USD,manual
B0011604,2,2024-12-04,2024-12-04,51410000,H.AITLA,service fee,B0011604D,15606.96,USD,manual
B0011605,1,2024-04-13,2024-04-13,620000,S.ELFASI,service fee,B0011605D,-104197.85,USD,manual
B0011605,2,2024-04-13,2024-04-13,51410000,S.ELFASI,service fee,B0011605D,104197.85,USD,manual
B0011606,1,2024-03-07,2024-03-07,610000,H.AITLA,rent charge,B0011606D,-90648.39,USD,manual
B0011606,2,2024-03-07,2024-03-07,51410000,H.AITLA,rent charge,B0011606D,90648.39,USD,manual
B0011607,1,2024-04-12,2024-04-12,450000,M.BENNANI,rent charge,B0011607D,-3443.36,USD,manual
B0011607,2,2024-04-12,2024-04-12,51410000,M.BENNANI,rent charge,B0011607D,3443.36,USD,manual
B0011608,1,2024-08-18,2024-08-18,400000,M.BENNANI,supplier invoice,B0011608D,-55591.48,USD,manual
B0011608,2,2024-08-18,2024-08-18,51410000,M.BENNANI,supplier invoice,B0011608D,55591.48,USD,manual
B0011609,1,2024-02-26,2024-02-26,400000,M.BENNANI,rent charge,B0011609D,-37686.08,USD,manual
B0011609,2,2024-02-26,2024-02-26,51410000,M.BENNANI,rent charge,B0011609D,37686.08,USD,manual
B0011610,1,2024-08-02,2024-08-02,620000,K.MANSOURI,service fee,B0011610D,-20830.46,USD,manual
B0011610,2,2024-08-02,2024-08-02,51410000,K.MANSOURI,service fee,B0011610D,20830.46,USD,manual
B0011611,1,2024-05-17,2024-05-17,620000,M.BENNANI,office supplies,B0011611D,-40457.61,USD,manual
B0011611,2,2024-05-17,2024-05-17,51410000,M.BENNANI,office supplies,B0011611D,40457.61,USD,manual
B0011612,1,2024-12-12,2024-12-12,450000,Z.BERRADA,supplier invoice,B0011612D,-4978.57,USD,manual
B0011612,2,2024-12-12,2024-12-12,51410000,Z.BERRADA,supplier invoice,B0011612D,4978.57,USD,manual
B0011613,1,2024-09-23,2024-09-23,620000,S.ELFASI,rent charge,B0011613D,-37148.88,USD,manual
B0011613,2,2024-09-23,2024-09-23,51410000,S.ELFASI,rent charge,B0011613D,37148.88,USD,manual
B0011614,1,2024-05-20,2024-05-20,400000,M.BENNANI,supplier invoice,B0011614D,-13953.90,USD,manual
B0011614,2,2024-05-20,2024-05-20,51410000,M.BENNANI,supplier invoice,B0011614D,13953.90,USD,manual
B0011615,1,2024-03-10,2024-03-10,450000,K.MANSOURI,utility fee,B0011615D,-22792.93,USD,manual
B0011615,2,2024-03-10,2024-03-10,51410000,K.MANSOURI,utility fee,B0011615D,22792.93,USD,manual
B0011616,1,2024-12-19,2024-12-19,620000,K.MANSOURI,office supplies,B0011616D,-87282.42,USD,manual
B0011616,2,2024-12-19,2024-12-19,51410000,K.MANSOURI,office supplies,B0011616D,87282.42,USD,manual
B0011617,1,2024-11-26,2024-11-26,450000,WF-BATCH,rent charge,B0011617D,-52742.59,USD,system
B0011617,2,2024-11-26,2024-11-26,51410000,WF-BATCH,rent charge,B0011617D,52742.59,USD,system
B0011618,1,2024-08-15,2024-08-15,420000,Z.BERRADA,office supplies,B0011618D,-7187.46,USD,manual
B0011618,2,2024-08-15,2024-08-15,51410000,Z.BERRADA,office supplies,B0011618D,7187.46,USD,manual
B0011619,1,2024-11-11,2024-11-11,610000,S.ELFASI,utility fee,B0011619D,-22688.87,USD,manual
B0011619,2,2024-11-11,2024-11-11,51410000,S.ELFASI,utility fee,B0011619D,22688.87,USD,manual
B0011620,1,2024-04-21,2024-04-21,450000,S.ELFASI,service fee,B0011620D,-29779.09,USD,manual
B0011620,2,2024-04-21,2024-04-21,51410000,S.ELFASI,service fee,B0011620D,29779.09,USD,manual
B0011621,1,2024-10-02,2024-10-02,610000,H.AITLA,utility fee,B0011621D,-41814.56,USD,manual
B0011621,2,2024-10-02,2024-10-02,51410000,H.AITLA,utility fee,B0011621D,41814.56,USD,manual
B0011622,1,2024-06-10,2024-06-10,620000,H.AITLA,rent charge,B0011622D,-28820.03,USD,manual
B0011622,2,2024-06-10,2024-06-10,51410000,H.AITLA,rent charge,B0011622D,28820.03,USD,manual
B0011623,1,2024-11-03,2024-11-03,400000,K.MANSOURI,rent charge,B0011623D,-28525.71,USD,manual
B0011623,2,2024-11-03,2024-11-03,51410000,K.MANSOURI,rent charge,B0011623D,28525.71,USD,manual
B0011624,1,2024-05-08,2024-05-08,450000,M.BENNANI,rent charge,B0011624D,-38820.05,USD,manual
B0011624,2,2024-05-08,2024-05-08,51410000,M.BENNANI,rent charge,B0011624D,38820.05,USD,manual
B0011625,1,2024-05-04,2024-05-04,400000,H.AITLA,utility fee,B0011625D,-15091.16,USD,manual
B0011625,2,2024-05-04,2024-05-04,51410000,H.AITLA,utility fee,B0011625D,15091.16,USD,manual
B0011626,1,2024-04-01,2024-04-01,400000,K.MANSOURI,office supplies,B0011626D,-20799.31,USD,manual
B0011626,2,2024-04-01,2024-04-01,51410000,K.MANSOURI,office supplies,B0011626D,20799.31,USD,manual
B0011627,1,2024-08-24,2024-08-24,420000,Z.BERRADA,rent charge,B0011627D,-35331.81,USD,manual
B0011627,2,2024-08-24,2024-08-24,51410000,Z.BERRADA,rent charge,B0011627D,35331.81,USD,manual
B0011628,1,2024-05-09,2024-05-09,450000,M.BENNANI,rent charge,B0011628D,-28542.97,USD,manual
B0011628,2,2024-05-09,2024-05-09,51410000,M.BENNANI,rent charge,B0011628D,28542.97,USD,manual
B0011629,1,2024-10-09,2024-10-09,450000,K.MANSOURI,utility fee,B0011629D,-15563.17,USD,manual
B0011629,2,2024-10-09,2024-10-09,51410000,K.MANSOURI,utility fee,B0011629D,15563.17,USD,manual
