REF,LINE,DATE,DOCDAT,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0000238,1,2024-10-18,2024-10-18,450000,H.AITLA,supplier invoice,B0000238D,-33419.29,USD,manual
B0000238,2,2024-10-18,2024-10-18,51410000,H.AITLA,supplier invoice,B0000238D,33419.29,USD,manual
B0000239,1,2024-05-03,2024-05-03,450000,Z.BERRADA,supplier invoice,B0000239D,-71083.16,USD,manual
B0000239,2,2024-05-03,2024-05-03,51410000,Z.BERRADA,supplier invoice,B0000239D,71083.16,USD,manual
B0000240,1,2024-08-18,2024-08-18,620000,K.MANSOURI,utility fee,B0000240D,-10619.74,USD,manual
B0000240,2,2024-08-18,2024-08-18,51410000,K.MANSOURI,utility fee,B0000240D,10619.74,USD,manual
B0000241,1,2024-03-22,2024-03-22,400000,H.AITLA,rent charge,B0000241D,-14452.53,USD,manual
B0000241,2,2024-03-22,2024-03-22,51410000,H.AITLA,rent charge,B0000241D,14452.53,USD,manual
B0000242,1,2024-12-09,2024-12-09,450000,H.AITLA,service fee,B0000242D,-34184.95,USD,manual
B0000242,2,2024-12-09,2024-12-09,51410000,H.AITLA,service fee,B0000242D,34184.95,USD,manual
B0000243,1,2024-10-06,2024-10-06,400000,H.AITLA,office supplies,B0000243D,-18555.47,USD,manual
B0000243,2,2024-10-06,2024-10-06,51410000,H.AITLA,office supplies,B0000243D,18555.47,USD,manual
B0000244,1,2024-11-17,2024-11-17,620000,S.ELFASI,utility fee,B0000244D,-45986.51,USD,manual
B0000244,2,2024-11-17,2024-11-17,51410000,S.ELFASI,utility fee,B0000244D,45986.51,USD,manual
B0000245,1,2024-07-14,2024-07-14,620000,S.ELFASI,utility fee,B0000245D,-2612.00,USD,manual
B0000245,2,2024-07-14,2024-07-14,51410000,S.ELFASI,utility fee,B0000245D,2612.00,USD,manual
B0000246,1,2024-12-09,2024-12-09,610000,Z.BERRADA,service fee,B0000246D,-105560.20,USD,manual
B0000246,2,2024-12-09,2024-12-09,51410000,Z.BERRADA,service fee,B0000246D,105560.20,USD,manual
B0000247,1,2024-10-08,2024-10-08,400000,H.AITLA,supplier invoice,B0000247D,-57353.68,USD,manual
B0000247,2,2024-10-08,2024-10-08,51410000,H.AITLA,supplier invoice,B0000247D,57353.68,USD,manual
B0000248,1,2024-10-18,2024-10-18,400000,M.BENNANI,utility fee,B0000248D,-39582.80,USD,manual
B0000248,2,2024-10-18,2024-10-18,51410000,M.BENNANI,utility fee,B0000248D,39582.80,USD,manual
B0000249,1,2024-06-03,2024-06-03,620000,Z.BERRADA,office supplies,B0000249D,-24758.10,USD,manual
B0000249,2,2024-06-03,2024-06-03,51410000,Z.BERRADA,office supplies,B0000249D,24758.10,USD,manual
B0000250,1,2024-07-01,2024-07-01,420000,S.ELFASI,office supplies,B0000250D,-34057.10,USD,manual
B0000250,2,2024-07-01,2024-07-01,51410000,S.ELFASI,office supplies,B0000250D,34057.10,USD,manual
B0000251,1,2024-04-07,2024-04-07,450000,IDOC_AUTO,office supplies,B0000251D,-22317.86,USD,system
B0000251,2,2024-04-07,2024-04-07,51410000,IDOC_AUTO,office supplies,B0000251D,22317.86,USD,system
B0000252,1,2024-09-01,2024-09-01,620000,K.MANSOURI,office supplies,B0000252D,-35851.18,USD,manual
B0000252,2,2024-09-01,2024-09-01,51410000,K.MANSOURI,office supplies,B0000252D,35851.18,USD,manual
B0000253,1,2024-11-10,2024-11-10,400000,WF-BATCH,utility fee,B0000253D,-16675.83,USD,system
B0000253,2,2024-11-10,2024-11-10,51410000,WF-BATCH,utility fee,B0000253D,16675.83,USD,system
B0000254,1,2024-09-16,2024-09-16,620000,K.MANSOURI,supplier invoice,B0000254D,-65297.81,USD,manual
B0000254,2,2024-09-16,2024-09-16,51410000,K.MANSOURI,supplier invoice,B0000254D,65297.81,USD,manual
B0000255,1,2024-10-13,2024-10-13,420000,K.MANSOURI,rent charge,B0000255D,-22799.54,USD,manual
B0000255,2,2024-10-13,2024-10-13,51410000,K.MANSOURI,rent charge,B0000255D,22799.54,USD,manual
B0000256,1,2024-09-14,2024-09-14,420000,M.BENNANI,utility fee,B0000256D,-1686.60,USD,manual
B0000256,2,2024-09-14,2024-09-14,51410000,M.BENNANI,utility fee,B0000256D,1686.60,USD,manual
B0000257,1,2024-12-15,2024-12-15,610000,M.BENNANI,supplier invoice,B0000257D,-16428.49,USD,manual
B0000257,2,2024-12-15,2024-12-15,51410000,M.BENNANI,supplier invoice,B0000257D,16428.49,USD,manual
B0000258,1,2024-01-25,2024-01-25,400000,K.MANSOURI,service fee,B0000258D,-12064.43,USD,manual
B0000258,2,2024-01-25,2024-01-25,51410000,K.MANSOURI,service fee,B0000258D,12064.43,USD,manual
B0000259,1,2024-11-24,2024-11-24,620000,H.AITLA,utility fee,B0000259D,-55341.58,USD,manual
B0000259,2,2024-11-24,2024-11-24,51410000,H.AITLA,utility fee,B0000259D,55341.58,USD,manual
B0000260,1,2024-12-26,2024-12-26,420000,Z.BERRADA,utility fee,B0000260D,-16816.17,USD,manual
B0000260,2,2024-12-26,2024-12-26,51410000,Z.BERRADA,utility fee,B0000260D,16816.17,USD,manual
B0000261,1,2024-03-21,2024-03-21,620000,Z.BERRADA,supplier invoice,B0000261D,-24760.59,USD,manual
B0000261,2,2024-03-21,2024-03-21,51410000,Z.BERRADA,supplier invoice,B0000261D,24760.59,USD,manual
B0000262,1,2024-09-07,2024-09-07,450000,S.ELFASI,supplier invoice,B0000262D,-26247.77,USD,manual
B0000262,2,2024-09-07,2024-09-07,51410000,S.ELFASI,supplier invoice,B0000262D,26247.77,USD,manual
B0000263,1,2024-06-06,2024-06-06,620000,M.BENNANI,office supplies,B0000263D,-53715.49,USD,manual
B0000263,2,2024-06-06,2024-06-06,51410000,M.BENNANI,office supplies,B0000263D,53715.49,USD,manual
B0000264,1,2024-09-24,2024-09-24,450000,M.BENNANI,service fee,B0000264D,-30717.42,USD,manual
B0000264,2,2024-09-24,2024-09-24,51410000,M.BENNANI,service fee,B0000264D,30717.42,USD,manual
B0000265,1,2024-07-22,2024-07-22,400000,H.AITLA,rent charge,B0000265D,-17557.43,USD,manual
B0000265,2,2024-07-22,2024-07-22,51410000,H.AITLA,rent charge,B0000265D,17557.43,USD,manual
B0000266,1,2024-10-10,2024-10-10,620000,K.MANSOURI,service fee,B0000266D,-30322.26,USD,manual
B0000266,2,2024-10-10,2024-10-10,51410000,K.MANSOURI,service fee,B0000266D,30322.26,USD,manual
B0000267,1,2024-06-14,2024-06-14,450000,H.AITLA,office supplies,B0000267D,-17580.18,USD,manual
B0000267,2,2024-06-14,2024-06-14,51410000,H.AITLA,office supplies,B0000267D,17580.18,USD,manual
B0000268,1,2024-12-15,2024-12-15,450000,Z.BERRADA,office supplies,B0000268D,-4106.98,USD,manual
B0000268,2,2024-12-15,2024-12-15,51410000,Z.BERRADA,office supplies,B0000268D,4106.98,USD,manual
B0000269,1,2024-10-22,2024-10-22,450000,K.MANSOURI,office supplies,B0000269D,-59235.48,USD,manual
B0000269,2,2024-10-22,2024-10-22,51410000,K.MANSOURI,office supplies,B0000269D,59235.48,USD,manual
B0000270,1,2024-09-10,2024-09-10,610000,M.BENNANI,supplier invoice,B0000270D,-36861.70,USD,manual
B0000270,2,2024-09-10,2024-09-10,51410000,M.BENNANI,supplier invoice,B0000270D,36861.70,USD,manual
B0000271,1,2024-09-21,2024-09-21,620000,S.ELFASI,rent charge,B0000271D,-15691.49,USD,manual
B0000271,2,2024-09-21,2024-09-21,51410000,S.ELFASI,rent charge,B0000271D,15691.49,USD,manual
B0000272,1,2024-07-14,2024-07-14,610000,M.BENNANI,utility fee,B0000272D,-93306.20,USD,manual
B0000272,2,2024-07-14,2024-07-14,51410000,M.BENNANI,utility fee,B0000272D,93306.20,USD,manual
B0000273,1,2024-04-07,2024-04-07,400000,S.ELFASI,supplier invoice,B0000273D,-17497.97,USD,manual
B0000273,2,2024-04-07,2024-04-07,51410000,S.ELFASI,supplier invoice,B0000273D,17497.97,USD,manual
B0000274,1,2024-10-23,2024-10-23,420000,M.BENNANI,rent charge,B0000274D,-21696.39,USD,manual
B0000274,2,2024-10-23,2024-10-23,51410000,M.BENNANI,rent charge,B0000274D,21696.39,USD,manual
B0000275,1,2024-06-01,2024-06-01,610000,Z.BERRADA,supplier invoice,B0000275D,-88386.81,USD,manual
B0000275,2,2024-06-01,2024-06-01,51410000,Z.BERRADA,supplier invoice,B0000275D,88386.81,USD,manual
B0000276,1,2024-03-24,2024-03-24,620000,Z.BERRADA,supplier invoice,B0000276D,-38950.90,USD,manual
B0000276,2,2024-03-24,2024-03-24,51410000,Z.BERRADA,supplier invoice,B0000276D,38950.90,USD,manual
B0000277,1,2024-03-07,2024-03-07,620000,K.MANSOURI,supplier invoice,B0000277D,-15301.84,USD,manual
B0000277,2,2024-03-07,2024-03-07,51410000,K.MANSOURI,supplier invoice,B0000277D,15301.84,USD,manual
B0000278,1,2024-08-25,2024-08-25,620000,M.BENNANI,utility fee,B0000278D,-29382.31,USD,manual
B0000278,2,2024-08-25,2024-08-25,51410000,M.BENNANI,utility fee,B0000278D,29382.31,USD,manual
B0000279,1,2024-04-26,2024-04-26,400000,S.ELFASI,service fee,B0000279D,-10715.05,USD,manual
B0000279,2,2024-04-26,2024-04-26,51410000,S.ELFASI,service fee,B0000279D,10715.05,USD,manual
B0000280,1,2024-11-10,2024-11-10,620000,Z.BERRADA,utility fee,B0000280D,-23182.95,USD,manual
B0000280,2,2024-11-10,2024-11-10,51410000,Z.BERRADA,utility fee,B0000280D,23182.95,USD,manual
B0000281,1,2024-06-16,2024-06-16,610000,M.BENNANI,supplier invoice,B0000281D,-23414.94,USD,manual
B0000281,2,2024-06-16,2024-06-16,51410000,M.BENNANI,supplier invoice,B0000281D,23414.94,USD,manual
B0000282,1,2024-01-02,2024-01-02,400000,S.ELFASI,utility fee,B0000282D,-19734.66,USD,manual
B0000282,2,2024-01-02,2024-01-02,51410000,S.ELFASI,utility fee,B0000282D,19734.66,USD,manual
B0000283,1,2024-11-20,2024-11-20,620000,M.BENNANI,office supplies,B0000283D,-17810.01,USD,manual
B0000283,2,2024-11-20,2024-11-20,51410000,M.BENNANI,office supplies,B0000283D,17810.01,USD,manual
B0000284,1,2024-05-01,2024-05-01,610000,H.AITLA,office supplies,B0000284D,-60172.47,USD,manual
B0000284,2,2024-05-01,2024-05-01,51410000,H.AITLA,office supplies,B0000284D,60172.47,USD,manual
B0000285,1,2024-10-15,2024-10-15,450000,M.BENNANI,office supplies,B0000285D,-31797.36,USD,manual
B0000285,2,2024-10-15,2024-10-15,51410000,M.BENNANI,office supplies,B0000285D,31797.36,USD,manual
B0000286,1,2024-06-16,2024-06-16,610000,Z.BERRADA,utility fee,B0000286D,-28409.68,USD,manual
B0000286,2,2024-06-16,2024-06-16,51410000,Z.BERRADA,utility fee,B0000286D,28409.68,USD,manual
B0000287,1,2024-12-18,2024-12-18,450000,S.ELFASI,service fee,B0000287D,-16580.20,USD,manual
B0000287,2,2024-12-18,2024-12-18,51410000,S.ELFASI,service fee,B0000287D,16580.20,USD,manual
B0000288,1,2024-07-07,2024-07-07,620000,Z.BERRADA,supplier invoice,B0000288D,-58290.82,USD,manual
B0000288,2,2024-07-07,2024-07-07,51410000,Z.BERRADA,supplier invoice,B0000288D,58290.82,USD,manual
B0000289,1,2024-08-07,2024-08-07,420000,H.AITLA,supplier invoice,B0000289D,-3934.99,USD,manual
B0000289,2,2024-08-07,2024-08-07,51410000,H.AITLA,supplier invoice,B0000289D,3934.99,USD,manual
B0000290,1,2024-05-17,2024-05-17,450000,WF-BATCH,office supplies,B0000290D,-31278.58,USD,system
B0000290,2,2024-05-17,2024-05-17,51410000,WF-BATCH,office supplies,B0000290D,31278.58,USD,system
B0000291,1,2024-01-10,2024-01-10,610000,S.ELFASI,office supplies,B0000291D,-2779.50,USD,manual
B0000291,2,2024-01-10,2024-01-10,51410000,S.ELFASI,office supplies,B0000291D,2779.50,USD,manual
B0000292,1,2024-04-11,2024-04-11,420000,WF-BATCH,supplier invoice,B0000292D,-181771.96,USD,system
B0000292,2,2024-04-11,2024-04-11,51410000,WF-BATCH,supplier invoice,B0000292D,181771.96,USD,system
B0000293,1,2024-08-14,2024-08-14,400000,WF-BATCH,office supplies,B0000293D,-14156.99,USD,system
B0000293,2,2024-08-14,2024-08-14,51410000,WF-BATCH,office supplies,B0000293D,14156.99,USD,system
B0000294,1,2024-02-20,2024-02-20,420000,S.ELFASI,rent charge,B0000294D,-69878.79,USD,manual
B0000294,2,2024-02-20,2024-02-20,51410000,S.ELFASI,rent charge,B0000294D,69878.79,USD,manual
B0000295,1,2024-08-18,2024-08-18,420000,H.AITLA,office supplies,B0000295D,-53730.56,USD,manual
B0000295,2,2024-08-18,2024-08-18,51410000,H.AITLA,office supplies,B0000295D,53730.56,USD,manual
B0000296,1,2024-10-08,2024-10-08,620000,H.AITLA,rent charge,B0000296D,-7270.03,USD,manual
B0000296,2,2024-10-08,2024-10-08,51410000,H.AITLA,rent charge,B0000296D,7270.03,USD,manual
B0000297,1,2024-04-22,2024-04-22,420000,H.AITLA,supplier invoice,B0000297D,-30932.01,USD,manual
B0000297,2,2024-04-22,2024-04-22,51410000,H.AITLA,supplier invoice,B0000297D,30932.01,USD,manual
B0000298,1,2024-07-01,2024-07-01,420000,Z.BERRADA,service fee,B0000298D,-17846.83,USD,manual
B0000298,2,2024-07-01,2024-07-01,51410000,Z.BERRADA,service fee,B0000298D,17846.83,USD,manual
B0000299,1,2024-08-04,2024-08-04,420000,K.MANSOURI,office supplies,B0000299D,-15390.53,USD,manual
B0000299,2,2024-08-04,2024-08-04,51410000,K.MANSOURI,office supplies,B0000299D,15390.53,USD,manual
B0000300,1,2024-10-22,2024-10-22,420000,K.MANSOURI,rent charge,B0000300D,-102978.43,USD,manual
B0000300,2,2024-10-22,2024-10-22,51410000,K.MANSOURI,rent charge,B0000300D,102978.43,USD,manual
B0000301,1,2024-12-02,2024-12-02,400000,M.BENNANI,supplier invoice,B0000301D,-22551.75,USD,manual
B0000301,2,2024-12-02,2024-12-02,51410000,M.BENNANI,supplier invoice,B0000301D,22551.75,USD,manual
B0000302,1,2024-10-17,2024-10-17,420000,M.BENNANI,rent charge,B0000302D,-32598.47,USD,manual
B0000302,2,2024-10-17,2024-10-17,51410000,M.BENNANI,rent charge,B0000302D,32598.47,USD,manual
B0000303,1,2024-01-25,2024-01-25,400000,S.ELFASI,rent charge,B0000303D,-23261.03,USD,manual
B0000303,2,2024-01-25,2024-01-25,51410000,S.ELFASI,rent charge,B0000303D,23261.03,USD,manual
B0000304,1,2024-05-16,2024-05-16,420000,N.FAROUK,service fee,B0000304D,-26410.60,USD,manual
B0000304,2,2024-05-16,2024-05-16,51410000,N.FAROUK,service fee,B0000304D,26410.60,USD,manual
B0000305,1,2024-12-18,2024-12-18,450000,K.MANSOURI,rent charge,B0000305D,-54781.13,USD,manual
B0000305,2,2024-12-18,2024-12-18,51410000,K.MANSOURI,rent charge,B0000305D,54781.13,USD,manual
B0000306,1,2024-01-22,2024-01-22,620000,Z.BERRADA,rent charge,B0000306D,-20579.45,USD,manual
B0000306,2,2024-01-22,2024-01-22,51410000,Z.BERRADA,rent charge,B0000306D,20579.45,USD,manual
B0000307,1,2024-05-07,2024-05-07,420000,S.ELFASI,utility fee,B0000307D,-29226.81,USD,manual
B0000307,2,2024-05-07,2024-05-07,51410000,S.ELFASI,utility fee,B0000307D,29226.81,USD,manual
B0000308,1,2024-05-07,2024-05-07,420000,S.ELFASI,office supplies,B0000308D,-26929.97,USD,manual
B0000308,2,2024-05-07,2024-05-07,51410000,S.ELFASI,office supplies,B0000308D,26929.97,USD,manual
B0000309,1,2024-06-20,2024-06-20,420000,M.BENNANI,utility fee,B0000309D,-32299.13,USD,manual
B0000309,2,2024-06-20,2024-06-20,51410000,M.BENNANI,utility fee,B0000309D,32299.13,USD,manual
B0000310,1,2024-09-22,2024-09-22,420000,Z.BERRADA,rent charge,B0000310D,-28110.55,USD,manual
B0000310,2,2024-09-22,2024-09-22,51410000,Z.BERRADA,rent charge,B0000310D,28110.55,USD,manual
B0000311,1,2024-08-01,2024-08-01,450000,K.MANSOURI,service fee,B0000311D,-38327.08,USD,manual
B0000311,2,2024-08-01,2024-08-01,51410000,K.MANSOURI,service fee,B0000311D,38327.08,USD,manual
B0000312,1,2024-12-20,2024-12-20,450000,M.BENNANI,office supplies,B0000312D,-8883.18,USD,manual
B0000312,2,2024-12-20,2024-12-20,51410000,M.BENNANI,office supplies,B0000312D,8883.18,USD,manual
B0000313,1,2024-03-15,2024-03-15,610000,Z.BERRADA,rent charge,B0000313D,-99740.72,USD,manual
B0000313,2,2024-03-15,2024-03-15,51410000,Z.BERRADA,rent charge,B0000313D,99740.72,USD,manual
B0000314,1,2024-08-05,2024-08-05,610000,K.MANSOURI,service fee,B0000314D,-298070.78,USD,manual
B0000314,2,2024-08-05,2024-08-05,51410000,K.MANSOURI,service fee,B0000314D,298070.78,USD,manual
B0000315,1,2024-09-23,2024-09-23,450000,H.AITLA,office supplies,B0000315D,-32357.47,USD,manual
B0000315,2,2024-09-23,2024-09-23,51410000,H.AITLA,office supplies,B0000315D,32357.47,USD,manual
B0000316,1,2024-09-01,2024-09-01,620000,H.AITLA,utility fee,B0000316D,-214047.17,USD,manual
B0000316,2,2024-09-01,2024-09-01,51410000,H.AITLA,utility fee,B0000316D,214047.17,USD,manual
B0000317,1,2024-07-08,2024-07-08,620000,Z.BERRADA,utility fee,B0000317D,-69736.16,USD,manual
B0000317,2,2024-07-08,2024-07-08,51410000,Z.BERRADA,utility fee,B0000317D,69736.16,USD,manual
B0000318,1,2024-07-08,2024-07-08,420000,M.BENNANI,service fee,B0000318D,-28859.75,USD,manual
B0000318,2,2024-07-08,2024-07-08,51410000,M.BENNANI,service fee,B0000318D,28859.75,USD,manual
B0000319,1,2024-12-10,2024-12-10,420000,K.MANSOURI,supplier invoice,B0000319D,-30705.49,USD,manual
B0000319,2,2024-12-10,2024-12-10,51410000,K.MANSOURI,supplier invoice,B0000319D,30705.49,USD,manual
B0000320,1,2024-11-02,2024-11-02,420000,S.ELFASI,utility fee,B0000320D,-19455.62,USD,manual
B0000320,2,2024-11-02,2024-11-02,51410000,S.ELFASI,utility fee,B0000320D,19455.62,USD,manual
B0000321,1,2024-03-24,2024-03-24,400000,H.AITLA,supplier invoice,B0000321D,-38615.87,USD,manual
B0000321,2,2024-03-24,2024-03-24,51410000,H.AITLA,supplier invoice,B0000321D,38615.87,USD,manual
B0000322,1,2024-09-26,2024-09-26,400000,S.ELFASI,service fee,B0000322D,-23309.83,USD,manual
B0000322,2,2024-09-26,2024-09-26,51410000,S.ELFASI,service fee,B0000322D,23309.83,USD,manual
B0000323,1,2024-02-08,2024-02-08,420000,Z.BERRADA,utility fee,B0000323D,-26022.60,USD,manual
B0000323,2,2024-02-08,2024-02-08,51410000,Z.BERRADA,utility fee,B0000323D,26022.60,USD,manual
B0000324,1,2024-02-25,2024-02-25,400000,M.BENNANI,utility fee,B0000324D,-41505.81,USD,manual
B0000324,2,2024-02-25,2024-02-25,51410000,M.BENNANI,utility fee,B0000324D,41505.81,USD,manual
B0000325,1,2024-05-26,2024-05-26,620000,K.MANSOURI,utility fee,B0000325D,-24636.69,USD,manual
B0000325,2,2024-05-26,2024-05-26,51410000,K.MANSOURI,utility fee,B0000325D,24636.69,USD,manual
B0000326,1,2024-09-22,2024-09-22,450000,M.BENNANI,utility fee,B0000326D,-27715.71,USD,manual
B0000326,2,2024-09-22,2024-09-22,51410000,M.BENNANI,utility fee,B0000326D,27715.71,USD,manual
B0000327,1,2024-04-11,2024-04-11,420000,Z.BERRADA,service fee,B0000327D,-12554.56,USD,manual
B0000327,2,2024-04-11,2024-04-11,51410000,Z.BERRADA,service fee,B0000327D,12554.56,USD,manual
B0000328,1,2024-01-02,2024-01-02,450000,H.AITLA,office supplies,B0000328D,-27514.94,USD,manual
B0000328,2,2024-01-02,2024-01-02,51410000,H.AITLA,office supplies,B0000328D,27514.94,USD,manual
B0000329,1,2024-09-10,2024-09-10,420000,Z.BERRADA,service fee,B0000329D,-41571.52,USD,manual
B0000329,2,2024-09-10,2024-09-10,51410000,Z.BERRADA,service fee,B0000329D,41571.52,USD,manual
B0000330,1,2024-06-25,2024-06-25,420000,S.ELFASI,rent charge,B0000330D,-115687.90,USD,manual
B0000330,2,2024-06-25,2024-06-25,51410000,S.ELFASI,rent charge,B0000330D,115687.90,USD,manual
B0000331,1,2024-12-23,2024-12-23,400000,K.MANSOURI,service fee,B0000331D,-18849.93,USD,manual
B0000331,2,2024-12-23,2024-12-23,51410000,K.MANSOURI,service fee,B0000331D,18849.93,USD,manual
B0000332,1,2024-11-23,2024-11-23,400000,H.AITLA,supplier invoice,B0000332D,-25012.51,USD,manual
B0000332,2,2024-11-23,2024-11-23,51410000,H.AITLA,supplier invoice,B0000332D,25012.51,USD,manual
B0000333,1,2024-09-11,2024-09-11,400000,K.MANSOURI,office supplies,B0000333D,-16996.72,USD,manual
B0000333,2,2024-09-11,2024-09-11,51410000,K.MANSOURI,office supplies,B0000333D,16996.72,USD,manual
B0000334,1,2024-08-16,2024-08-16,610000,H.AITLA,supplier invoice,B0000334D,-37924.85,USD,manual
B0000334,2,2024-08-16,2024-08-16,51410000,H.AITLA,supplier invoice,B0000334D,37924.85,USD,manual
B0000335,1,2024-12-20,2024-12-20,400000,M.BENNANI,service fee,B0000335D,-8527.70,USD,manual
B0000335,2,2024-12-20,2024-12-20,51410000,M.BENNANI,service fee,B0000335D,8527.70,USD,manual
B0000336,1,2024-06-03,2024-06-03,450000,M.BENNANI,service fee,B0000336D,-59035.55,USD,manual
B0000336,2,2024-06-03,2024-06-03,51410000,M.BENNANI,service fee,B0000336D,59035.55,USD,manual
B0000337,1,2024-02-26,2024-02-26,400000,S.ELFASI,office supplies,B0000337D,-90018.50,USD,manual
B0000337,2,2024-02-26,2024-02-26,51410000,S.ELFASI,office supplies,B0000337D,90018.50,USD,manual
B0000338,1,2024-10-04,2024-10-04,400000,M.BENNANI,office supplies,B0000338D,-50197.65,USD,manual
B0000338,2,2024-10-04,2024-10-04,51410000,M.BENNANI,office supplies,B0000338D,50197.65,USD,manual
B0000339,1,2024-10-14,2024-10-14,400000,S.ELFASI,office supplies,B0000339D,-23495.34,USD,manual
B0000339,2,2024-10-14,2024-10-14,51410000,S.ELFASI,office supplies,B0000339D,23495.34,USD,manual
B0000340,1,2024-12-24,2024-12-24,420000,K.MANSOURI,service fee,B0000340D,-1513.00,USD,manual
B0000340,2,2024-12-24,2024-12-24,51410000,K.MANSOURI,service fee,B0000340D,1513.00,USD,manual
B0000341,1,2024-03-05,2024-03-05,400000,S.ELFASI,supplier invoice,B0000341D,-8307.46,USD,manual
B0000341,2,2024-03-05,2024-03-05,51410000,S.ELFASI,supplier invoice,B0000341D,8307.46,USD,manual
B0000342,1,2024-04-12,2024-04-12,420000,K.MANSOURI,supplier invoice,B0000342D,-29126.36,USD,manual
B0000342,2,2024-04-12,2024-04-12,51410000,K.MANSOURI,supplier invoice,B0000342D,29126.36,USD,manual
B0000343,1,2024-01-24,2024-01-24,400000,S.ELFASI,service fee,B0000343D,-60190.11,USD,manual
B0000343,2,2024-01-24,2024-01-24,51410000,S.ELFASI,service fee,B0000343D,60190.11,USD,manual
B0000344,1,2024-11-11,2024-11-11,620000,K.MANSOURI,office supplies,B0000344D,-16657.63,USD,manual
B0000344,2,2024-11-11,2024-11-11,51410000,K.MANSOURI,office supplies,B0000344D,16657.63,USD,manual
B0000345,1,2024-07-09,2024-07-09,620000,Z.BERRADA,rent charge,B0000345D,-5698.46,USD,manual
B0000345,2,2024-07-09,2024-07-09,51410000,Z.BERRADA,rent charge,B0000345D,5698.46,USD,manual
B0000346,1,2024-06-18,2024-06-18,450000,K.MANSOURI,supplier invoice,B0000346D,-80262.49,USD,manual
B0000346,2,2024-06-18,2024-06-18,51410000,K.MANSOURI,supplier invoice,B0000346D,80262.49,USD,manual
B0000347,1,2024-08-06,2024-08-06,400000,H.AITLA,utility fee,B0000347D,-110220.62,USD,manual
B0000347,2,2024-08-06,2024-08-06,51410000,H.AITLA,utility fee,B0000347D,110220.62,USD,manual
B0000348,1,2024-06-03,2024-06-03,400000,S.ELFASI,supplier invoice,B0000348D,-15532.73,USD,manual
B0000348,2,2024-06-03,2024-06-03,51410000,S.ELFASI,supplier invoice,B0000348D,15532.73,USD,manual
B0000349,1,2024-11-16,2024-11-16,420000,M.BENNANI,office supplies,B0000349D,-42732.89,USD,manual
B0000349,2,2024-11-16,2024-11-16,51410000,M.BENNANI,office supplies,B0000349D,42732.89,USD,manual
B0000350,1,2024-08-20,2024-08-20,420000,K.MANSOURI,utility fee,B0000350D,-18447.32,USD,manual
B0000350,2,2024-08-20,2024-08-20,51410000,K.MANSOURI,utility fee,B0000350D,18447.32,USD,manual
B0000351,1,2024-02-23,2024-02-23,610000,M.BENNANI,rent charge,B0000351D,-1652.03,USD,manual
B0000351,2,2024-02-23,2024-02-23,51410000,M.BENNANI,rent charge,B0000351D,1652.03,USD,manual
B0000352,1,2024-12-26,2024-12-26,610000,Z.BERRADA,utility fee,B0000352D,-10201.90,USD,manual
B0000352,2,2024-12-26,2024-12-26,51410000,Z.BERRADA,utility fee,B0000352D,10201.90,USD,manual
B0000353,1,2024-11-24,2024-11-24,620000,Z.BERRADA,utility fee,B0000353D,-10095.76,USD,manual
B0000353,2,2024-11-24,2024-11-24,51410000,Z.BERRADA,utility fee,B0000353D,10095.76,USD,manual
B0000354,1,2024-12-15,2024-12-15,400000,WF-BATCH,rent charge,B0000354D,-19795.59,USD,system
B0000354,2,2024-12-15,2024-12-15,51410000,WF-BATCH,rent charge,B0000354D,19795.59,USD,system
B0000355,1,2024-01-10,2024-01-10,620000,K.MANSOURI,supplier invoice,B0000355D,-40682.91,USD,manual
B0000355,2,2024-01-10,2024-01-10,51410000,K.MANSOURI,supplier invoice,B0000355D,40682.91,USD,manual
B0000356,1,2024-10-08,2024-10-08,620000,K.MANSOURI,rent charge,B0000356D,-12571.80,USD,manual
B0000356,2,2024-10-08,2024-10-08,51410000,K.MANSOURI,rent charge,B0000356D,12571.80,USD,manual
B0000357,1,2024-06-23,2024-06-23,610000,Z.BERRADA,office supplies,B0000357D,-2345.61,USD,manual
B0000357,2,2024-06-23,2024-06-23,51410000,Z.BERRADA,office supplies,B0000357D,2345.61,USD,manual
B0000358,1,2024-11-19,2024-11-19,450000,IDOC_AUTO,service fee,B0000358D,-25669.68,USD,system
B0000358,2,2024-11-19,2024-11-19,51410000,IDOC_AUTO,service fee,B0000358D,25669.68,USD,system
B0000359,1,2024-12-01,2024-12-01,620000,S.ELFASI,utility fee,B0000359D,-24940.92,USD,manual
B0000359,2,2024-12-01,2024-12-01,51410000,S.ELFASI,utility fee,B0000359D,24940.92,USD,manual
B0000360,1,2024-11-07,2024-11-07,400000,M.BENNANI,office supplies,B0000360D,-15504.83,USD,manual
B0000360,2,2024-11-07,2024-11-07,51410000,M.BENNANI,office supplies,B0000360D,15504.83,USD,manual
B0000361,1,2024-12-01,2024-12-01,620000,Z.BERRADA,service fee,B0000361D,-9583.14,USD,manual
B0000361,2,2024-12-01,2024-12-01,51410000,Z.BERRADA,service fee,B0000361D,9583.14,USD,manual
B0000362,1,2024-11-22,2024-11-22,420000,K.MANSOURI,office supplies,B0000362D,-5582.01,USD,manual
B0000362,2,2024-11-22,2024-11-22,51410000,K.MANSOURI,office supplies,B0000362D,5582.01,USD,manual
B0000363,1,2024-08-24,2024-08-24,400000,Z.BERRADA,office supplies,B0000363D,-40279.65,USD,manual
