ENTRY,LINE,POST_DATE,ACCOUNT,USER,DESCR,DOC,AMOUNT,CURRENCY,ENTRY_TYPE
JE001221,2,2026-02-06,1000,SMITH_C,Office supplies purchase,EXP-002018,-180.01,USD,manual
JE001222,1,2026-02-06,7000,PEREZ_A,Travel expense claim,EXP-002019,148.42,USD,manual
JE001222,2,2026-02-06,1000,PEREZ_A,Travel expense claim,EXP-002019,-148.42,USD,manual
JE001223,1,2026-02-07,1400,BATCHRUN,Intercompany settlement,IC-0011,6315.93,USD,system
JE001223,2,2026-02-07,2050,BATCHRUN,Intercompany settlement,IC-0011,-6315.93,USD,system
JE001224,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-000330,6477.14,USD,system
JE001224,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-000330,-6477.14,USD,system
JE001225,1,2026-02-07,1200,SAPUSER,Customer billing,INV-000331,8156.81,USD,system
JE001225,2,2026-02-07,4000,SAPUSER,Customer billing,INV-000331,-8156.81,USD,system
JE001226,1,2026-02-07,1200,SAPUSER,Billing document posting,INV-000332,1746.13,USD,system
JE001226,2,2026-02-07,4000,SAPUSER,Billing document posting,INV-000332,-1746.13,USD,system
JE001227,1,2026-02-07,1200,SAPUSER,Customer billing,INV-000333,7329.90,USD,system
JE001227,2,2026-02-07,4000,SAPUSER,Customer billing,INV-000333,-7329.90,USD,system
JE001228,1,2026-02-07,1200,SAPUSER,Customer billing,INV-000334,5742.10,USD,system
JE001228,2,2026-02-07,4000,SAPUSER,Customer billing,INV-000334,-5742.10,USD,system
JE001229,1,2026-02-07,1200,SAPUSER,Billing document posting,INV-000335,3653.44,USD,system
JE001229,2,2026-02-07,4000,SAPUSER,Billing document posting,INV-000335,-3653.44,USD,system
JE001230,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-000336,1521.04,USD,system
JE001230,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-000336,-1521.04,USD,system
JE001231,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-000337,4978.11,USD,system
JE001231,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-000337,-4978.11,USD,system
JE001232,1,2026-02-07,1200,SAPUSER,Customer billing,INV-000338,6633.09,USD,system
JE001232,2,2026-02-07,4000,SAPUSER,Customer billing,INV-000338,-6633.09,USD,system
JE001233,1,2026-02-07,1200,SAPUSER,Customer billing,INV-000339,6223.94,USD,system
JE001233,2,2026-02-07,4000,SAPUSER,Customer billing,INV-000339,-6223.94,USD,system
JE001234,1,2026-02-07,1200,SAPUSER,Customer billing,INV-000340,7997.26,USD,system
JE001234,2,2026-02-07,4000,SAPUSER,Customer billing,INV-000340,-7997.26,USD,system
JE001235,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-000341,6859.48,USD,system
JE001235,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-000341,-6859.48,USD,system
JE001236,1,2026-02-07,1200,SAPUSER,Customer billing,INV-002249,7994.70,USD,system
JE001236,2,2026-02-07,4000,SAPUSER,Customer billing,INV-002249,-7994.70,USD,system
JE001237,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-002250,7013.38,USD,system
JE001237,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-002250,-7013.38,USD,system
JE001238,1,2026-02-07,1200,SAPUSER,Customer billing,INV-002251,5190.30,USD,system
JE001238,2,2026-02-07,4000,SAPUSER,Customer billing,INV-002251,-5190.30,USD,system
JE001239,1,2026-02-07,1200,SAPUSER,Customer billing,INV-002252,7785.97,USD,system
JE001239,2,2026-02-07,4000,SAPUSER,Customer billing,INV-002252,-7785.97,USD,system
JE001240,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-002253,8467.06,USD,system
JE001240,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-002253,-8467.06,USD,system
JE001241,1,2026-02-07,1200,SAPUSER,Billing document posting,INV-002254,985.25,USD,system
JE001241,2,2026-02-07,4000,SAPUSER,Billing document posting,INV-002254,-985.25,USD,system
JE001242,1,2026-02-07,1200,SAPUSER,Billing document posting,INV-002255,6238.23,USD,system
JE001242,2,2026-02-07,4000,SAPUSER,Billing document posting,INV-002255,-6238.23,USD,system
JE001243,1,2026-02-07,1200,SAPUSER,Billing document posting,INV-002256,1832.40,USD,system
JE001243,2,2026-02-07,4000,SAPUSER,Billing document posting,INV-002256,-1832.40,USD,system
JE001244,1,2026-02-07,1200,SAPUSER,Customer billing,INV-002257,1584.62,USD,system
JE001244,2,2026-02-07,4000,SAPUSER,Customer billing,INV-002257,-1584.62,USD,system
JE001245,1,2026-02-07,1200,SAPUSER,Customer billing,INV-002258,2059.22,USD,system
JE001245,2,2026-02-07,4000,SAPUSER,Customer billing,INV-002258,-2059.22,USD,system
JE001246,1,2026-02-07,1200,SAPUSER,Billing document posting,INV-002259,1604.48,USD,system
JE001246,2,2026-02-07,4000,SAPUSER,Billing document posting,INV-002259,-1604.48,USD,system
JE001247,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-002260,4930.16,USD,system
JE001247,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-002260,-4930.16,USD,system
JE001248,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-002261,7563.75,USD,system
JE001248,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-002261,-7563.75,USD,system
JE001249,1,2026-02-07,1200,SAPUSER,Billing document posting,INV-002262,6843.96,USD,system
JE001249,2,2026-02-07,4000,SAPUSER,Billing document posting,INV-002262,-6843.96,USD,system
JE001250,1,2026-02-07,1200,SAPUSER,Sales invoice,INV-002263,5807.51,USD,system
JE001250,2,2026-02-07,4000,SAPUSER,Sales invoice,INV-002263,-5807.51,USD,system
JE001251,1,2026-02-07,6000,JDOE,Office supplies purchase,EXP-001094,435.81,USD,manual
JE001251,2,2026-02-07,1000,JDOE,Office supplies purchase,EXP-001094,-435.81,USD,manual
JE001252,1,2026-02-07,6000,JONES_M,Office supplies purchase,EXP-001095,108.11,USD,manual
JE001252,2,2026-02-07,1000,JONES_M,Office supplies purchase,EXP-001095,-108.11,USD,manual
JE001253,1,2026-02-07,6000,SMITH_C,Office supplies purchase,EXP-001096,76.06,USD,manual
JE001253,2,2026-02-07,1000,SMITH_C,Office supplies purchase,EXP-001096,-76.06,USD,manual
JE001254,1,2026-02-07,6000,PEREZ_A,Office supplies purchase,EXP-001097,223.46,USD,manual
JE001254,2,2026-02-07,1000,PEREZ_A,Office supplies purchase,EXP-001097,-223.46,USD,manual
JE001255,1,2026-02-07,7000,PEREZ_A,Travel expense claim,EXP-001098,19.39,USD,manual
JE001255,2,2026-02-07,1000,PEREZ_A,Travel expense claim,EXP-001098,-19.39,USD,manual
JE001256,1,2026-02-07,6000,JDOE,Office supplies purchase,EXP-001099,395.62,USD,manual
JE001256,2,2026-02-07,1000,JDOE,Office supplies purchase,EXP-001099,-395.62,USD,manual
JE001257,1,2026-02-07,7000,PEREZ_A,Travel expense claim,EXP-001100,292.18,USD,manual
JE001257,2,2026-02-07,1000,PEREZ_A,Travel expense claim,EXP-001100,-292.18,USD,manual
JE001258,1,2026-02-07,6000,PEREZ_A,Office supplies purchase,EXP-001101,395.33,USD,manual
JE001258,2,2026-02-07,1000,PEREZ_A,Office supplies purchase,EXP-001101,-395.33,USD,manual
JE001259,1,2026-02-07,7000,JDOE,Travel expense claim,EXP-001102,467.66,USD,manual
JE001259,2,2026-02-07,1000,JDOE,Travel expense claim,EXP-001102,-467.66,USD,manual
JE001260,1,2026-02-07,7000,JONES_M,Travel expense claim,EXP-002020,59.06,USD,manual
JE001260,2,2026-02-07,1000,JONES_M,Travel expense claim,EXP-002020,-59.06,USD,manual
JE001261,1,2026-02-07,6000,SMITH_C,Office supplies purchase,EXP-002021,385.48,USD,manual
JE001261,2,2026-02-07,1000,SMITH_C,Office supplies purchase,EXP-002021,-385.48,USD,manual
JE001262,1,2026-02-07,7000,JONES_M,Travel expense claim,EXP-002022,101.52,USD,manual
JE001262,2,2026-02-07,1000,JONES_M,Travel expense claim,EXP-002022,-101.52,USD,manual
JE001263,1,2026-02-08,1200,SAPUSER,Customer billing,INV-000342,4005.76,USD,system
JE001263,2,2026-02-08,4000,SAPUSER,Customer billing,INV-000342,-4005.76,USD,system
JE001264,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-000343,8038.91,USD,system
JE001264,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-000343,-8038.91,USD,system
JE001265,1,2026-02-08,1200,SAPUSER,Customer billing,INV-000344,3487.05,USD,system
JE001265,2,2026-02-08,4000,SAPUSER,Customer billing,INV-000344,-3487.05,USD,system
JE001266,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-000345,3156.93,USD,system
JE001266,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-000345,-3156.93,USD,system
JE001267,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-000346,7671.49,USD,system
JE001267,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-000346,-7671.49,USD,system
JE001268,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-000347,1858.86,USD,system
JE001268,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-000347,-1858.86,USD,system
JE001269,1,2026-02-08,1200,SAPUSER,Billing document posting,INV-000348,2744.40,USD,system
JE001269,2,2026-02-08,4000,SAPUSER,Billing document posting,INV-000348,-2744.40,USD,system
JE001270,1,2026-02-08,1200,SAPUSER,Customer billing,INV-000349,834.28,USD,system
JE001270,2,2026-02-08,4000,SAPUSER,Customer billing,INV-000349,-834.28,USD,system
JE001271,1,2026-02-08,1200,SAPUSER,Customer billing,INV-000350,2032.82,USD,system
JE001271,2,2026-02-08,4000,SAPUSER,Customer billing,INV-000350,-2032.82,USD,system
JE001272,1,2026-02-08,1200,SAPUSER,Billing document posting,INV-000351,4073.73,USD,system
JE001272,2,2026-02-08,4000,SAPUSER,Billing document posting,INV-000351,-4073.73,USD,system
JE001273,1,2026-02-08,1200,SAPUSER,Customer billing,INV-000352,3395.82,USD,system
JE001273,2,2026-02-08,4000,SAPUSER,Customer billing,INV-000352,-3395.82,USD,system
JE001274,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-000353,1573.04,USD,system
JE001274,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-000353,-1573.04,USD,system
JE001275,1,2026-02-08,1200,SAPUSER,Customer billing,INV-002264,4019.61,USD,system
JE001275,2,2026-02-08,4000,SAPUSER,Customer billing,INV-002264,-4019.61,USD,system
JE001276,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-002265,3570.36,USD,system
JE001276,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-002265,-3570.36,USD,system
JE001277,1,2026-02-08,1200,SAPUSER,Customer billing,INV-002266,1760.22,USD,system
JE001277,2,2026-02-08,4000,SAPUSER,Customer billing,INV-002266,-1760.22,USD,system
JE001278,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-002267,5720.52,USD,system
JE001278,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-002267,-5720.52,USD,system
JE001279,1,2026-02-08,1200,SAPUSER,Sales invoice,INV-002268,2834.74,USD,system
JE001279,2,2026-02-08,4000,SAPUSER,Sales invoice,INV-002268,-2834.74,USD,system
JE001280,1,2026-02-08,1200,SAPUSER,Customer billing,INV-002269,947.61,USD,system
JE001280,2,2026-02-08,4000,SAPUSER,Customer billing,INV-002269,-947.61,USD,system
JE001281,1,2026-02-08,7000,PEREZ_A,Travel expense claim,EXP-000171,45.37,USD,manual
JE001281,2,2026-02-08,1000,PEREZ_A,Travel expense claim,EXP-000171,-45.37,USD,manual
JE001282,1,2026-02-08,6000,JONES_M,Office supplies purchase,EXP-000172,366.74,USD,manual
JE001282,2,2026-02-08,1000,JONES_M,Office supplies purchase,EXP-000172,-366.74,USD,manual
JE001283,1,2026-02-08,7000,PEREZ_A,Travel expense claim,EXP-000173,194.67,USD,manual
JE001283,2,2026-02-08,1000,PEREZ_A,Travel expense claim,EXP-000173,-194.67,USD,manual
JE001284,1,2026-02-08,7000,SMITH_C,Travel expense claim,EXP-000174,144.03,USD,manual
JE001284,2,2026-02-08,1000,SMITH_C,Travel expense claim,EXP-000174,-144.03,USD,manual
JE001285,1,2026-02-08,6000,JDOE,Office supplies purchase,EXP-000175,127.59,USD,manual
JE001285,2,2026-02-08,1000,JDOE,Office supplies purchase,EXP-000175,-127.59,USD,manual
JE001286,1,2026-02-08,7000,PEREZ_A,Travel expense claim,EXP-000176,188.21,USD,manual
JE001286,2,2026-02-08,1000,PEREZ_A,Travel expense claim,EXP-000176,-188.21,USD,manual
JE001287,1,2026-02-08,6000,JONES_M,Office supplies purchase,EXP-000177,163.86,USD,manual
JE001287,2,2026-02-08,1000,JONES_M,Office supplies purchase,EXP-000177,-163.86,USD,manual
JE001288,1,2026-02-08,7000,JONES_M,Travel expense claim,EXP-000178,179.42,USD,manual
JE001288,2,2026-02-08,1000,JONES_M,Travel expense claim,EXP-000178,-179.42,USD,manual
JE001289,1,2026-02-08,6000,MARTIN_B,Office supplies purchase,EXP-000179,452.53,USD,manual
JE001289,2,2026-02-08,1000,MARTIN_B,Office supplies purchase,EXP-000179,-452.53,USD,manual
JE001290,1,2026-02-08,6000,JONES_M,Office supplies purchase,EXP-001103,148.97,USD,manual
JE001290,2,2026-02-08,1000,JONES_M,Office supplies purchase,EXP-001103,-148.97,USD,manual
JE001291,1,2026-02-08,6000,JONES_M,Office supplies purchase,EXP-001104,196.93,USD,manual
JE001291,2,2026-02-08,1000,JONES_M,Office supplies purchase,EXP-001104,-196.93,USD,manual
JE001292,1,2026-02-08,7000,MARTIN_B,Travel expense claim,EXP-001105,19.07,USD,manual
JE001292,2,2026-02-08,1000,MARTIN_B,Travel expense claim,EXP-001105,-19.07,USD,manual
JE001293,1,2026-02-08,7000,PEREZ_A,Travel expense claim,EXP-001106,183.49,USD,manual
JE001293,2,2026-02-08,1000,PEREZ_A,Travel expense claim,EXP-001106,-183.49,USD,manual
JE001294,1,2026-02-08,7000,JDOE,Travel expense claim,EXP-001107,79.07,USD,manual
JE001294,2,2026-02-08,1000,JDOE,Travel expense claim,EXP-001107,-79.07,USD,manual
JE001295,1,2026-02-08,6000,JONES_M,Office supplies purchase,EXP-002023,183.38,USD,manual
JE001295,2,2026-02-08,1000,JONES_M,Office supplies purchase,EXP-002023,-183.38,USD,manual
JE001296,1,2026-02-08,6000,MARTIN_B,Office supplies purchase,EXP-002024,445.72,USD,manual
JE001296,2,2026-02-08,1000,MARTIN_B,Office supplies purchase,EXP-002024,-445.72,USD,manual
JE001297,1,2026-02-08,7000,JONES_M,Travel expense claim,EXP-002025,265.73,USD,manual
JE001297,2,2026-02-08,1000,JONES_M,Travel expense claim,EXP-002025,-265.73,USD,manual
JE001298,1,2026-02-08,6000,JDOE,Office supplies purchase,EXP-002026,143.78,USD,manual
JE001298,2,2026-02-08,1000,JDOE,Office supplies purchase,EXP-002026,-143.78,USD,manual
JE001299,1,2026-02-09,1200,SAPUSER,Billing document posting,INV-000354,8144.98,USD,system
JE001299,2,2026-02-09,4000,SAPUSER,Billing document posting,INV-000354,-8144.98,USD,system
JE001300,1,2026-02-09,1200,SAPUSER,Billing document posting,INV-000355,7708.65,USD,system
JE001300,2,2026-02-09,4000,SAPUSER,Billing document posting,INV-000355,-7708.65,USD,system
JE001301,1,2026-02-09,1200,SAPUSER,Billing document posting,INV-000356,7600.86,USD,system
JE001301,2,2026-02-09,4000,SAPUSER,Billing document posting,INV-000356,-7600.86,USD,system
JE001302,1,2026-02-09,1200,SAPUSER,Customer billing,INV-000357,3028.31,USD,system
JE001302,2,2026-02-09,4000,SAPUSER,Customer billing,INV-000357,-3028.31,USD,system
JE001303,1,2026-02-09,1200,SAPUSER,Billing document posting,INV-000358,6609.08,USD,system
JE001303,2,2026-02-09,4000,SAPUSER,Billing document posting,INV-000358,-6609.08,USD,system
JE001304,1,2026-02-09,1200,SAPUSER,Sales invoice,INV-000359,7524.48,USD,system
JE001304,2,2026-02-09,4000,SAPUSER,Sales invoice,INV-000359,-7524.48,USD,system
JE001305,1,2026-02-09,1200,SAPUSER,Sales invoice,INV-002270,4734.57,USD,system
JE001305,2,2026-02-09,4000,SAPUSER,Sales invoice,INV-002270,-4734.57,USD,system
JE001306,1,2026-02-09,1200,SAPUSER,Customer billing,INV-002271,4685.05,USD,system
JE001306,2,2026-02-09,4000,SAPUSER,Customer billing,INV-002271,-4685.05,USD,system
JE001307,1,2026-02-09,1200,SAPUSER,Customer billing,INV-002272,1511.02,USD,system
JE001307,2,2026-02-09,4000,SAPUSER,Customer billing,INV-002272,-1511.02,USD,system
JE001308,1,2026-02-09,1200,SAPUSER,Customer billing,INV-002273,7119.66,USD,system
JE001308,2,2026-02-09,4000,SAPUSER,Customer billing,INV-002273,-7119.66,USD,system
JE001309,1,2026-02-09,1200,SAPUSER,Billing document posting,INV-002274,8214.24,USD,system
JE001309,2,2026-02-09,4000,SAPUSER,Billing document posting,INV-002274,-8214.24,USD,system
JE001310,1,2026-02-09,1200,SAPUSER,Sales invoice,INV-002275,1846.10,USD,system
JE001310,2,2026-02-09,4000,SAPUSER,Sales invoice,INV-002275,-1846.10,USD,system
JE001311,1,2026-02-09,1200,SAPUSER,Sales invoice,INV-002276,7253.73,USD,system
JE001311,2,2026-02-09,4000,SAPUSER,Sales invoice,INV-002276,-7253.73,USD,system
JE001312,1,2026-02-09,1200,SAPUSER,Billing document posting,INV-002277,7825.48,USD,system
JE001312,2,2026-02-09,4000,SAPUSER,Billing document posting,INV-002277,-7825.48,USD,system
JE001313,1,2026-02-09,6000,MARTIN_B,Office supplies purchase,EXP-000180,56.82,USD,manual
JE001313,2,2026-02-09,1000,MARTIN_B,Office supplies purchase,EXP-000180,-56.82,USD,manual
JE001314,1,2026-02-09,6000,PEREZ_A,Office supplies purchase,EXP-000181,358.21,USD,manual
JE001314,2,2026-02-09,1000,PEREZ_A,Office supplies purchase,EXP-000181,-358.21,USD,manual
JE001315,1,2026-02-09,7000,SMITH_C,Travel expense claim,EXP-000182,229.63,USD,manual
JE001315,2,2026-02-09,1000,SMITH_C,Travel expense claim,EXP-000182,-229.63,USD,manual
JE001316,1,2026-02-09,7000,PEREZ_A,Travel expense claim,EXP-000183,19.11,USD,manual
JE001316,2,2026-02-09,1000,PEREZ_A,Travel expense claim,EXP-000183,-19.11,USD,manual
JE001317,1,2026-02-09,7000,MARTIN_B,Travel expense claim,EXP-000184,371.09,USD,manual
JE001317,2,2026-02-09,1000,MARTIN_B,Travel expense claim,EXP-000184,-371.09,USD,manual
JE001318,1,2026-02-09,6000,JONES_M,Office supplies purchase,EXP-001108,401.54,USD,manual
JE001318,2,2026-02-09,1000,JONES_M,Office supplies purchase,EXP-001108,-401.54,USD,manual
JE001319,1,2026-02-09,6000,MARTIN_B,Office supplies purchase,EXP-001109,243.91,USD,manual
JE001319,2,2026-02-09,1000,MARTIN_B,Office supplies purchase,EXP-001109,-243.91,USD,manual
JE001320,1,2026-02-09,7000,SMITH_C,Travel expense claim,EXP-001110,130.09,USD,manual
JE001320,2,2026-02-09,1000,SMITH_C,Travel expense claim,EXP-001110,-130.09,USD,manual
JE001321,1,2026-02-09,6000,MARTIN_B,Office supplies purchase,EXP-001111,381.57,USD,manual
JE001321,2,2026-02-09,1000,MARTIN_B,Office supplies purchase,EXP-001111,-381.57,USD,manual
JE001322,1,2026-02-09,6000,MARTIN_B,Office supplies purchase,EXP-002027,146.81,USD,manual
JE001322,2,2026-02-09,1000,MARTIN_B,Office supplies purchase,EXP-002027,-146.81,USD,manual
JE001323,1,2026-02-09,7000,JDOE,Travel expense claim,EXP-002028,266.98,USD,manual
JE001323,2,2026-02-09,1000,JDOE,Travel expense claim,EXP-002028,-266.98,USD,manual
JE001324,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-000360,4080.89,USD,system
JE001324,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-000360,-4080.89,USD,system
JE001325,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-000361,2498.53,USD,system
JE001325,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-000361,-2498.53,USD,system
JE001326,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-000362,2065.17,USD,system
JE001326,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-000362,-2065.17,USD,system
JE001327,1,2026-02-10,1200,SAPUSER,Sales invoice,INV-000363,5480.72,USD,system
JE001327,2,2026-02-10,4000,SAPUSER,Sales invoice,INV-000363,-5480.72,USD,system
JE001328,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-000364,1171.07,USD,system
JE001328,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-000364,-1171.07,USD,system
JE001329,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-000365,5325.29,USD,system
JE001329,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-000365,-5325.29,USD,system
JE001330,1,2026-02-10,1200,SAPUSER,Customer billing,INV-000366,5088.52,USD,system
JE001330,2,2026-02-10,4000,SAPUSER,Customer billing,INV-000366,-5088.52,USD,system
JE001331,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-000367,6578.36,USD,system
JE001331,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-000367,-6578.36,USD,system
JE001332,1,2026-02-10,1200,SAPUSER,Sales invoice,INV-002278,3229.23,USD,system
JE001332,2,2026-02-10,4000,SAPUSER,Sales invoice,INV-002278,-3229.23,USD,system
JE001333,1,2026-02-10,1200,SAPUSER,Customer billing,INV-002279,6714.19,USD,system
JE001333,2,2026-02-10,4000,SAPUSER,Customer billing,INV-002279,-6714.19,USD,system
JE001334,1,2026-02-10,1200,SAPUSER,Sales invoice,INV-002280,1701.33,USD,system
JE001334,2,2026-02-10,4000,SAPUSER,Sales invoice,INV-002280,-1701.33,USD,system
JE001335,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-002281,7657.35,USD,system
JE001335,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-002281,-7657.35,USD,system
JE001336,1,2026-02-10,1200,SAPUSER,Sales invoice,INV-002282,7405.12,USD,system
JE001336,2,2026-02-10,4000,SAPUSER,Sales invoice,INV-002282,-7405.12,USD,system
JE001337,1,2026-02-10,1200,SAPUSER,Sales invoice,INV-002283,5009.99,USD,system
JE001337,2,2026-02-10,4000,SAPUSER,Sales invoice,INV-002283,-5009.99,USD,system
JE001338,1,2026-02-10,1200,SAPUSER,Billing document posting,INV-002284,4898.76,USD,system
JE001338,2,2026-02-10,4000,SAPUSER,Billing document posting,INV-002284,-4898.76,USD,system
JE001339,1,2026-02-10,1200,SAPUSER,Customer billing,INV-002285,1719.81,USD,system
JE001339,2,2026-02-10,4000,SAPUSER,Customer billing,INV-002285,-1719.81,USD,system
JE001340,1,2026-02-10,1200,SAPUSER,Sales invoice,INV-002286,6435.09,USD,system
JE001340,2,2026-02-10,4000,SAPUSER,Sales invoice,INV-002286,-6435.09,USD,system
JE001341,1,2026-02-10,6000,JDOE,Office supplies purchase,EXP-000185,342.61,USD,manual
JE001341,2,2026-02-10,1000,JDOE,Office supplies purchase,EXP-000185,-342.61,USD,manual
JE001342,1,2026-02-10,7000,JDOE,Travel expense claim,EXP-000186,102.22,USD,manual
JE001342,2,2026-02-10,1000,JDOE,Travel expense claim,EXP-000186,-102.22,USD,manual
JE001343,1,2026-02-10,6000,SMITH_C,Office supplies purchase,EXP-001112,425.77,USD,manual
JE001343,2,2026-02-10,1000,SMITH_C,Office supplies purchase,EXP-001112,-425.77,USD,manual
JE001344,1,2026-02-10,7000,JONES_M,Travel expense claim,EXP-001113,109.45,USD,manual
JE001344,2,2026-02-10,1000,JONES_M,Travel expense claim,EXP-001113,-109.45,USD,manual
JE001345,1,2026-02-10,7000,JDOE,Travel expense claim,EXP-001114,213.46,USD,manual
JE001345,2,2026-02-10,1000,JDOE,Travel expense claim,EXP-001114,-213.46,USD,manual
JE001346,1,2026-02-10,6000,PEREZ_A,Office supplies purchase,EXP-001115,108.96,USD,manual
JE001346,2,2026-02-10,1000,PEREZ_A,Office supplies purchase,EXP-001115,-108.96,USD,manual
JE001347,1,2026-02-10,7000,MARTIN_B,Travel expense claim,EXP-001116,443.49,USD,manual
JE001347,2,2026-02-10,1000,MARTIN_B,Travel expense claim,EXP-001116,-443.49,USD,manual
JE001348,1,2026-02-10,7000,PEREZ_A,Travel expense claim,EXP-001117,261.81,USD,manual
JE001348,2,2026-02-10,1000,PEREZ_A,Travel expense claim,EXP-001117,-261.81,USD,manual
JE001349,1,2026-02-10,6000,MARTIN_B,Office supplies purchase,EXP-001118,265.71,USD,manual
JE001349,2,2026-02-10,1000,MARTIN_B,Office supplies purchase,EXP-001118,-265.71,USD,manual
JE001350,1,2026-02-11,1200,SAPUSER,Sales invoice,INV-000368,1742.66,USD,system
JE001350,2,2026-02-11,4000,SAPUSER,Sales invoice,INV-000368,-1742.66,USD,system
JE001351,1,2026-02-11,1200,SAPUSER,Sales invoice,INV-000369,7228.57,USD,system
JE001351,2,2026-02-11,4000,SAPUSER,Sales invoice,INV-000369,-7228.57,USD,system
JE001352,1,2026-02-11,1200,SAPUSER,Sales invoice,INV-000370,8323.86,USD,system
JE001352,2,2026-02-11,4000,SAPUSER,Sales invoice,INV-000370,-8323.86,USD,system
JE001353,1,2026-02-11,1200,SAPUSER,Sales invoice,INV-000371,1463.28,USD,system
JE001353,2,2026-02-11,4000,SAPUSER,Sales invoice,INV-000371,-1463.28,USD,system
JE001354,1,2026-02-11,1200,SAPUSER,Customer billing,INV-000372,7687.73,USD,system
JE001354,2,2026-02-11,4000,SAPUSER,Customer billing,INV-000372,-7687.73,USD,system
JE001355,1,2026-02-11,1200,SAPUSER,Sales invoice,INV-000373,2022.52,USD,system
JE001355,2,2026-02-11,4000,SAPUSER,Sales invoice,INV-000373,-2022.52,USD,system
JE001356,1,2026-02-11,1200,SAPUSER,Sales invoice,INV-000374,990.83,USD,system
JE001356,2,2026-02-11,4000,SAPUSER,Sales invoice,INV-000374,-990.83,USD,system
JE001357,1,2026-02-11,1200,SAPUSER,Billing document posting,INV-000375,4975.58,USD,system
JE001357,2,2026-02-11,4000,SAPUSER,Billing document posting,INV-000375,-4975.58,USD,system
JE001358,1,2026-02-11,1200,SAPUSER,Billing document posting,INV-002287,5372.87,USD,system
JE001358,2,2026-02-11,4000,SAPUSER,Billing document posting,INV-002287,-5372.87,USD,system
JE001359,1,2026-02-11,1200,SAPUSER,Customer billing,INV-002288,969.44,USD,system
JE001359,2,2026-02-11,4000,SAPUSER,Customer billing,INV-002288,-969.44,USD,system
JE001360,1,2026-02-11,1200,SAPUSER,Sales invoice,INV-002289,6353.55,USD,system
JE001360,2,2026-02-11,4000,SAPUSER,Sales invoice,INV-002289,-6353.55,USD,system
JE001361,1,2026-02-11,1200,SAPUSER,Billing document posting,INV-002290,6709.57,USD,system
JE001361,2,2026-02-11,4000,SAPUSER,Billing document posting,INV-002290,-6709.57,USD,system
JE001362,1,2026-02-11,1200,SAPUSER,Customer billing,INV-002291,1075.57,USD,system
JE001362,2,2026-02-11,4000,SAPUSER,Customer billing,INV-002291,-1075.57,USD,system
JE001363,1,2026-02-11,1200,SAPUSER,Customer billing,INV-002292,3613.79,USD,system
JE001363,2,2026-02-11,4000,SAPUSER,Customer billing,INV-002292,-3613.79,USD,system
JE001364,1,2026-02-11,1200,SAPUSER,Customer billing,INV-002293,5299.93,USD,system
JE001364,2,2026-02-11,4000,SAPUSER,Customer billing,INV-002293,-5299.93,USD,system
JE001365,1,2026-02-11,1200,SAPUSER,Customer billing,INV-002294,5678.75,USD,system
JE001365,2,2026-02-11,4000,SAPUSER,Customer billing,INV-002294,-5678.75,USD,system
