REF,LINE,DATE,DOCDAT,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0001083,1,2024-01-11,2024-01-11,610000,H.AITLA,rent charge,B0001083D,-22276.78,USD,manual
B0001083,2,2024-01-11,2024-01-11,51410000,H.AITLA,rent charge,B0001083D,22276.78,USD,manual
B0001084,1,2024-04-19,2024-04-19,420000,H.AITLA,rent charge,B0001084D,-6968.68,USD,manual
B0001084,2,2024-04-19,2024-04-19,51410000,H.AITLA,rent charge,B0001084D,6968.68,USD,manual
B0001085,1,2024-07-15,2024-07-15,620000,M.BENNANI,rent charge,B0001085D,-19124.59,USD,manual
B0001085,2,2024-07-15,2024-07-15,51410000,M.BENNANI,rent charge,B0001085D,19124.59,USD,manual
B0001086,1,2024-06-01,2024-06-01,610000,Z.BERRADA,utility fee,B0001086D,-22459.04,USD,manual
B0001086,2,2024-06-01,2024-06-01,51410000,Z.BERRADA,utility fee,B0001086D,22459.04,USD,manual
B0001087,1,2024-10-22,2024-10-22,420000,M.BENNANI,supplier invoice,B0001087D,-31900.27,USD,manual
B0001087,2,2024-10-22,2024-10-22,51410000,M.BENNANI,supplier invoice,B0001087D,31900.27,USD,manual
B0001088,1,2024-05-12,2024-05-12,420000,S.ELFASI,supplier invoice,B0001088D,-23351.73,USD,manual
B0001088,2,2024-05-12,2024-05-12,51410000,S.ELFASI,supplier invoice,B0001088D,23351.73,USD,manual
B0001089,1,2024-02-24,2024-02-24,400000,Z.BERRADA,rent charge,B0001089D,-28228.37,USD,manual
B0001089,2,2024-02-24,2024-02-24,51410000,Z.BERRADA,rent charge,B0001089D,28228.37,USD,manual
B0001090,1,2024-07-26,2024-07-26,400000,K.MANSOURI,rent charge,B0001090D,-11972.48,USD,manual
B0001090,2,2024-07-26,2024-07-26,51410000,K.MANSOURI,rent charge,B0001090D,11972.48,USD,manual
B0001091,1,2024-07-05,2024-07-05,620000,S.ELFASI,office supplies,B0001091D,-29937.32,USD,manual
B0001091,2,2024-07-05,2024-07-05,51410000,S.ELFASI,office supplies,B0001091D,29937.32,USD,manual
B0001092,1,2024-01-25,2024-01-25,450000,H.AITLA,rent charge,B0001092D,-23417.27,USD,manual
B0001092,2,2024-01-25,2024-01-25,51410000,H.AITLA,rent charge,B0001092D,23417.27,USD,manual
B0001093,1,2024-01-09,2024-01-09,450000,IDOC_AUTO,utility fee,B0001093D,-33287.99,USD,system
B0001093,2,2024-01-09,2024-01-09,51410000,IDOC_AUTO,utility fee,B0001093D,33287.99,USD,system
B0001094,1,2024-06-09,2024-06-09,450000,S.ELFASI,utility fee,B0001094D,-19317.31,USD,manual
B0001094,2,2024-06-09,2024-06-09,51410000,S.ELFASI,utility fee,B0001094D,19317.31,USD,manual
B0001095,1,2024-11-05,2024-11-05,620000,Z.BERRADA,office supplies,B0001095D,-37251.97,USD,manual
B0001095,2,2024-11-05,2024-11-05,51410000,Z.BERRADA,office supplies,B0001095D,37251.97,USD,manual
B0001096,1,2024-02-12,2024-02-12,420000,H.AITLA,service fee,B0001096D,-41650.58,USD,manual
B0001096,2,2024-02-12,2024-02-12,51410000,H.AITLA,service fee,B0001096D,41650.58,USD,manual
B0001097,1,2024-11-01,2024-11-01,420000,K.MANSOURI,utility fee,B0001097D,-31721.74,USD,manual
B0001097,2,2024-11-01,2024-11-01,51410000,K.MANSOURI,utility fee,B0001097D,31721.74,USD,manual
B0001098,1,2024-06-23,2024-06-23,610000,SAP_JOB,supplier invoice,B0001098D,-12578.73,USD,system
B0001098,2,2024-06-23,2024-06-23,51410000,SAP_JOB,supplier invoice,B0001098D,12578.73,USD,system
B0001099,1,2024-01-03,2024-01-03,620000,H.AITLA,service fee,B0001099D,-11923.61,USD,manual
B0001099,2,2024-01-03,2024-01-03,51410000,H.AITLA,service fee,B0001099D,11923.61,USD,manual
B0001100,1,2024-09-10,2024-09-10,610000,M.BENNANI,utility fee,B0001100D,-11355.14,USD,manual
B0001100,2,2024-09-10,2024-09-10,51410000,M.BENNANI,utility fee,B0001100D,11355.14,USD,manual
B0001101,1,2024-08-01,2024-08-01,450000,M.BENNANI,supplier invoice,B0001101D,-34260.63,USD,manual
B0001101,2,2024-08-01,2024-08-01,51410000,M.BENNANI,supplier invoice,B0001101D,34260.63,USD,manual
B0001102,1,2024-08-17,2024-08-17,610000,N.FAROUK,office supplies,B0001102D,-8619.29,USD,manual
B0001102,2,2024-08-17,2024-08-17,51410000,N.FAROUK,office supplies,B0001102D,8619.29,USD,manual
B0001103,1,2024-12-08,2024-12-08,610000,H.AITLA,supplier invoice,B0001103D,-12994.41,USD,manual
B0001103,2,2024-12-08,2024-12-08,51410000,H.AITLA,supplier invoice,B0001103D,12994.41,USD,manual
B0001104,1,2024-10-26,2024-10-26,450000,A.OUAZZANI,service fee,B0001104D,-35093.82,USD,manual
B0001104,2,2024-10-26,2024-10-26,51410000,A.OUAZZANI,service fee,B0001104D,35093.82,USD,manual
B0001105,1,2024-11-15,2024-11-15,620000,K.MANSOURI,utility fee,B0001105D,-22991.61,USD,manual
B0001105,2,2024-11-15,2024-11-15,51410000,K.MANSOURI,utility fee,B0001105D,22991.61,USD,manual
B0001106,1,2024-01-12,2024-01-12,420000,WF-BATCH,rent charge,B0001106D,-69003.89,USD,system
B0001106,2,2024-01-12,2024-01-12,51410000,WF-BATCH,rent charge,B0001106D,69003.89,USD,system
B0001107,1,2024-05-02,2024-05-02,610000,S.ELFASI,supplier invoice,B0001107D,-22552.53,USD,manual
B0001107,2,2024-05-02,2024-05-02,51410000,S.ELFASI,supplier invoice,B0001107D,22552.53,USD,manual
B0001108,1,2024-11-15,2024-11-15,610000,M.BENNANI,rent charge,B0001108D,-11091.08,USD,manual
B0001108,2,2024-11-15,2024-11-15,51410000,M.BENNANI,rent charge,B0001108D,11091.08,USD,manual
B0001109,1,2024-03-12,2024-03-12,610000,K.MANSOURI,rent charge,B0001109D,-27831.46,USD,manual
B0001109,2,2024-03-12,2024-03-12,51410000,K.MANSOURI,rent charge,B0001109D,27831.46,USD,manual
B0001110,1,2024-02-15,2024-02-15,400000,H.AITLA,rent charge,B0001110D,-28625.16,USD,manual
B0001110,2,2024-02-15,2024-02-15,51410000,H.AITLA,rent charge,B0001110D,28625.16,USD,manual
B0001111,1,2024-04-03,2024-04-03,450000,Z.BERRADA,rent charge,B0001111D,-41061.22,USD,manual
B0001111,2,2024-04-03,2024-04-03,51410000,Z.BERRADA,rent charge,B0001111D,41061.22,USD,manual
B0001112,1,2024-01-11,2024-01-11,420000,M.BENNANI,office supplies,B0001112D,-41251.58,USD,manual
B0001112,2,2024-01-11,2024-01-11,51410000,M.BENNANI,office supplies,B0001112D,41251.58,USD,manual
B0001113,1,2024-06-03,2024-06-03,620000,Z.BERRADA,supplier invoice,B0001113D,-98725.69,USD,manual
B0001113,2,2024-06-03,2024-06-03,51410000,Z.BERRADA,supplier invoice,B0001113D,98725.69,USD,manual
B0001114,1,2024-01-07,2024-01-07,610000,K.MANSOURI,rent charge,B0001114D,-18961.39,USD,manual
B0001114,2,2024-01-07,2024-01-07,51410000,K.MANSOURI,rent charge,B0001114D,18961.39,USD,manual
B0001115,1,2024-10-26,2024-10-26,420000,S.ELFASI,service fee,B0001115D,-100832.75,USD,manual
B0001115,2,2024-10-26,2024-10-26,51410000,S.ELFASI,service fee,B0001115D,100832.75,USD,manual
B0001116,1,2024-05-23,2024-05-23,400000,S.ELFASI,service fee,B0001116D,-39789.12,USD,manual
B0001116,2,2024-05-23,2024-05-23,51410000,S.ELFASI,service fee,B0001116D,39789.12,USD,manual
B0001117,1,2024-06-19,2024-06-19,420000,Z.BERRADA,supplier invoice,B0001117D,-81211.15,USD,manual
B0001117,2,2024-06-19,2024-06-19,51410000,Z.BERRADA,supplier invoice,B0001117D,81211.15,USD,manual
B0001118,1,2024-07-14,2024-07-14,620000,M.BENNANI,utility fee,B0001118D,-29306.73,USD,manual
B0001118,2,2024-07-14,2024-07-14,51410000,M.BENNANI,utility fee,B0001118D,29306.73,USD,manual
B0001119,1,2024-07-23,2024-07-23,400000,H.AITLA,rent charge,B0001119D,-15373.52,USD,manual
B0001119,2,2024-07-23,2024-07-23,51410000,H.AITLA,rent charge,B0001119D,15373.52,USD,manual
B0001120,1,2024-08-25,2024-08-25,400000,Z.BERRADA,rent charge,B0001120D,-22318.21,USD,manual
B0001120,2,2024-08-25,2024-08-25,51410000,Z.BERRADA,rent charge,B0001120D,22318.21,USD,manual
B0001121,1,2024-09-24,2024-09-24,400000,M.BENNANI,rent charge,B0001121D,-13145.20,USD,manual
B0001121,2,2024-09-24,2024-09-24,51410000,M.BENNANI,rent charge,B0001121D,13145.20,USD,manual
B0001122,1,2024-12-03,2024-12-03,620000,M.BENNANI,rent charge,B0001122D,-29665.91,USD,manual
B0001122,2,2024-12-03,2024-12-03,51410000,M.BENNANI,rent charge,B0001122D,29665.91,USD,manual
B0001123,1,2024-07-06,2024-07-06,420000,IDOC_AUTO,service fee,B0001123D,-24214.54,USD,system
B0001123,2,2024-07-06,2024-07-06,51410000,IDOC_AUTO,service fee,B0001123D,24214.54,USD,system
B0001124,1,2024-12-04,2024-12-04,450000,H.AITLA,utility fee,B0001124D,-35264.22,USD,manual
B0001124,2,2024-12-04,2024-12-04,51410000,H.AITLA,utility fee,B0001124D,35264.22,USD,manual
B0001125,1,2024-04-08,2024-04-08,420000,H.AITLA,utility fee,B0001125D,-41979.02,USD,manual
B0001125,2,2024-04-08,2024-04-08,51410000,H.AITLA,utility fee,B0001125D,41979.02,USD,manual
B0001126,1,2024-12-21,2024-12-21,450000,WF-BATCH,service fee,B0001126D,-16965.23,USD,system
B0001126,2,2024-12-21,2024-12-21,51410000,WF-BATCH,service fee,B0001126D,16965.23,USD,system
B0001127,1,2024-11-22,2024-11-22,610000,H.AITLA,office supplies,B0001127D,-20736.58,USD,manual
B0001127,2,2024-11-22,2024-11-22,51410000,H.AITLA,office supplies,B0001127D,20736.58,USD,manual
B0001128,1,2024-06-01,2024-06-01,620000,M.BENNANI,rent charge,B0001128D,-36666.50,USD,manual
B0001128,2,2024-06-01,2024-06-01,51410000,M.BENNANI,rent charge,B0001128D,36666.50,USD,manual
B0001129,1,2024-10-22,2024-10-22,400000,M.BENNANI,office supplies,B0001129D,-23887.63,USD,manual
B0001129,2,2024-10-22,2024-10-22,51410000,M.BENNANI,office supplies,B0001129D,23887.63,USD,manual
B0001130,1,2024-05-11,2024-05-11,620000,K.MANSOURI,service fee,B0001130D,-397968.94,USD,manual
B0001130,2,2024-05-11,2024-05-11,51410000,K.MANSOURI,service fee,B0001130D,397968.94,USD,manual
B0001131,1,2024-04-02,2024-04-02,420000,H.AITLA,utility fee,B0001131D,-45466.04,USD,manual
B0001131,2,2024-04-02,2024-04-02,51410000,H.AITLA,utility fee,B0001131D,45466.04,USD,manual
B0001132,1,2024-11-10,2024-11-10,450000,H.AITLA,rent charge,B0001132D,-3865.52,USD,manual
B0001132,2,2024-11-10,2024-11-10,51410000,H.AITLA,rent charge,B0001132D,3865.52,USD,manual
B0001133,1,2024-01-14,2024-01-14,620000,H.AITLA,office supplies,B0001133D,-29574.69,USD,manual
B0001133,2,2024-01-14,2024-01-14,51410000,H.AITLA,office supplies,B0001133D,29574.69,USD,manual
B0001134,1,2024-09-21,2024-09-21,450000,K.MANSOURI,supplier invoice,B0001134D,-32681.46,USD,manual
B0001134,2,2024-09-21,2024-09-21,51410000,K.MANSOURI,supplier invoice,B0001134D,32681.46,USD,manual
B0001135,1,2024-04-02,2024-04-02,400000,S.ELFASI,supplier invoice,B0001135D,-32120.48,USD,manual
B0001135,2,2024-04-02,2024-04-02,51410000,S.ELFASI,supplier invoice,B0001135D,32120.48,USD,manual
B0001136,1,2024-01-26,2024-01-26,420000,S.ELFASI,supplier invoice,B0001136D,-74994.60,USD,manual
B0001136,2,2024-01-26,2024-01-26,51410000,S.ELFASI,supplier invoice,B0001136D,74994.60,USD,manual
B0001137,1,2024-11-22,2024-11-22,620000,K.MANSOURI,service fee,B0001137D,-36847.78,USD,manual
B0001137,2,2024-11-22,2024-11-22,51410000,K.MANSOURI,service fee,B0001137D,36847.78,USD,manual
B0001138,1,2024-12-08,2024-12-08,450000,Z.BERRADA,utility fee,B0001138D,-58131.21,USD,manual
B0001138,2,2024-12-08,2024-12-08,51410000,Z.BERRADA,utility fee,B0001138D,58131.21,USD,manual
B0001139,1,2024-06-16,2024-06-16,420000,M.BENNANI,utility fee,B0001139D,-863.56,USD,manual
B0001139,2,2024-06-16,2024-06-16,51410000,M.BENNANI,utility fee,B0001139D,863.56,USD,manual
B0001140,1,2024-04-13,2024-04-13,610000,H.AITLA,rent charge,B0001140D,-219207.73,USD,manual
B0001140,2,2024-04-13,2024-04-13,51410000,H.AITLA,rent charge,B0001140D,219207.73,USD,manual
B0001141,1,2024-11-23,2024-11-23,620000,H.AITLA,rent charge,B0001141D,-11895.56,USD,manual
B0001141,2,2024-11-23,2024-11-23,51410000,H.AITLA,rent charge,B0001141D,11895.56,USD,manual
B0001142,1,2024-02-12,2024-02-12,610000,K.MANSOURI,office supplies,B0001142D,-24481.36,USD,manual
B0001142,2,2024-02-12,2024-02-12,51410000,K.MANSOURI,office supplies,B0001142D,24481.36,USD,manual
B0001143,1,2024-12-08,2024-12-08,450000,S.ELFASI,office supplies,B0001143D,-24862.11,USD,manual
B0001143,2,2024-12-08,2024-12-08,51410000,S.ELFASI,office supplies,B0001143D,24862.11,USD,manual
B0001144,1,2024-04-02,2024-04-02,620000,M.BENNANI,supplier invoice,B0001144D,-41254.59,USD,manual
B0001144,2,2024-04-02,2024-04-02,51410000,M.BENNANI,supplier invoice,B0001144D,41254.59,USD,manual
B0001145,1,2024-12-01,2024-12-01,450000,H.AITLA,rent charge,B0001145D,-9199.17,USD,manual
B0001145,2,2024-12-01,2024-12-01,51410000,H.AITLA,rent charge,B0001145D,9199.17,USD,manual
B0001146,1,2024-06-25,2024-06-25,400000,Z.BERRADA,utility fee,B0001146D,-47088.41,USD,manual
B0001146,2,2024-06-25,2024-06-25,51410000,Z.BERRADA,utility fee,B0001146D,47088.41,USD,manual
B0001147,1,2024-08-01,2024-08-01,450000,H.AITLA,rent charge,B0001147D,-36158.74,USD,manual
B0001147,2,2024-08-01,2024-08-01,51410000,H.AITLA,rent charge,B0001147D,36158.74,USD,manual
B0001148,1,2024-11-16,2024-11-16,420000,K.MANSOURI,office supplies,B0001148D,-29371.78,USD,manual
B0001148,2,2024-11-16,2024-11-16,51410000,K.MANSOURI,office supplies,B0001148D,29371.78,USD,manual
B0001149,1,2024-07-18,2024-07-18,400000,S.ELFASI,utility fee,B0001149D,-117901.86,USD,manual
B0001149,2,2024-07-18,2024-07-18,51410000,S.ELFASI,utility fee,B0001149D,117901.86,USD,manual
B0001150,1,2024-03-11,2024-03-11,420000,SAP_JOB,service fee,B0001150D,-78875.52,USD,system
B0001150,2,2024-03-11,2024-03-11,51410000,SAP_JOB,service fee,B0001150D,78875.52,USD,system
B0001151,1,2024-12-18,2024-12-18,620000,S.ELFASI,utility fee,B0001151D,-10739.85,USD,manual
B0001151,2,2024-12-18,2024-12-18,51410000,S.ELFASI,utility fee,B0001151D,10739.85,USD,manual
B0001152,1,2024-06-24,2024-06-24,420000,K.MANSOURI,rent charge,B0001152D,-40005.04,USD,manual
B0001152,2,2024-06-24,2024-06-24,51410000,K.MANSOURI,rent charge,B0001152D,40005.04,USD,manual
B0001153,1,2024-05-10,2024-05-10,400000,H.AITLA,rent charge,B0001153D,-24550.61,USD,manual
B0001153,2,2024-05-10,2024-05-10,51410000,H.AITLA,rent charge,B0001153D,24550.61,USD,manual
B0001154,1,2024-05-20,2024-05-20,620000,S.ELFASI,utility fee,B0001154D,-19889.10,USD,manual
B0001154,2,2024-05-20,2024-05-20,51410000,S.ELFASI,utility fee,B0001154D,19889.10,USD,manual
B0001155,1,2024-12-15,2024-12-15,610000,H.AITLA,service fee,B0001155D,-72025.16,USD,manual
B0001155,2,2024-12-15,2024-12-15,51410000,H.AITLA,service fee,B0001155D,72025.16,USD,manual
B0001156,1,2024-12-18,2024-12-18,420000,Z.BERRADA,service fee,B0001156D,-17905.89,USD,manual
B0001156,2,2024-12-18,2024-12-18,51410000,Z.BERRADA,service fee,B0001156D,17905.89,USD,manual
B0001157,1,2024-02-22,2024-02-22,620000,S.ELFASI,service fee,B0001157D,-36732.51,USD,manual
B0001157,2,2024-02-22,2024-02-22,51410000,S.ELFASI,service fee,B0001157D,36732.51,USD,manual
B0001158,1,2024-11-20,2024-11-20,620000,M.BENNANI,utility fee,B0001158D,-12119.13,USD,manual
B0001158,2,2024-11-20,2024-11-20,51410000,M.BENNANI,utility fee,B0001158D,12119.13,USD,manual
B0001159,1,2024-08-18,2024-08-18,610000,M.BENNANI,utility fee,B0001159D,-16342.01,USD,manual
B0001159,2,2024-08-18,2024-08-18,51410000,M.BENNANI,utility fee,B0001159D,16342.01,USD,manual
B0001160,1,2024-12-19,2024-12-19,610000,K.MANSOURI,utility fee,B0001160D,-19525.72,USD,manual
B0001160,2,2024-12-19,2024-12-19,51410000,K.MANSOURI,utility fee,B0001160D,19525.72,USD,manual
B0001161,1,2024-07-21,2024-07-21,420000,M.BENNANI,office supplies,B0001161D,-3159.66,USD,manual
B0001161,2,2024-07-21,2024-07-21,51410000,M.BENNANI,office supplies,B0001161D,3159.66,USD,manual
B0001162,1,2024-11-06,2024-11-06,450000,H.AITLA,office supplies,B0001162D,-35343.57,USD,manual
B0001162,2,2024-11-06,2024-11-06,51410000,H.AITLA,office supplies,B0001162D,35343.57,USD,manual
B0001163,1,2024-09-15,2024-09-15,610000,S.ELFASI,rent charge,B0001163D,-3377.38,USD,manual
B0001163,2,2024-09-15,2024-09-15,51410000,S.ELFASI,rent charge,B0001163D,3377.38,USD,manual
B0001164,1,2024-07-04,2024-07-04,610000,Z.BERRADA,utility fee,B0001164D,-6855.04,USD,manual
B0001164,2,2024-07-04,2024-07-04,51410000,Z.BERRADA,utility fee,B0001164D,6855.04,USD,manual
B0001165,1,2024-02-03,2024-02-03,420000,K.MANSOURI,office supplies,B0001165D,-7389.75,USD,manual
B0001165,2,2024-02-03,2024-02-03,51410000,K.MANSOURI,office supplies,B0001165D,7389.75,USD,manual
B0001166,1,2024-05-14,2024-05-14,610000,K.MANSOURI,utility fee,B0001166D,-33679.92,USD,manual
B0001166,2,2024-05-14,2024-05-14,51410000,K.MANSOURI,utility fee,B0001166D,33679.92,USD,manual
B0001167,1,2024-09-25,2024-09-25,420000,K.MANSOURI,rent charge,B0001167D,-58402.76,USD,manual
B0001167,2,2024-09-25,2024-09-25,51410000,K.MANSOURI,rent charge,B0001167D,58402.76,USD,manual
B0001168,1,2024-04-21,2024-04-21,420000,Z.BERRADA,office supplies,B0001168D,-6849.24,USD,manual
B0001168,2,2024-04-21,2024-04-21,51410000,Z.BERRADA,office supplies,B0001168D,6849.24,USD,manual
B0001169,1,2024-11-23,2024-11-23,620000,M.BENNANI,service fee,B0001169D,-37018.92,USD,manual
B0001169,2,2024-11-23,2024-11-23,51410000,M.BENNANI,service fee,B0001169D,37018.92,USD,manual
B0001170,1,2024-07-11,2024-07-11,420000,M.BENNANI,service fee,B0001170D,-40401.10,USD,manual
B0001170,2,2024-07-11,2024-07-11,51410000,M.BENNANI,service fee,B0001170D,40401.10,USD,manual
B0001171,1,2024-03-08,2024-03-08,400000,SAP_JOB,utility fee,B0001171D,-37998.29,USD,system
B0001171,2,2024-03-08,2024-03-08,51410000,SAP_JOB,utility fee,B0001171D,37998.29,USD,system
B0001172,1,2024-02-24,2024-02-24,400000,K.MANSOURI,service fee,B0001172D,-31239.17,USD,manual
B0001172,2,2024-02-24,2024-02-24,51410000,K.MANSOURI,service fee,B0001172D,31239.17,USD,manual
B0001173,1,2024-08-02,2024-08-02,420000,IDOC_AUTO,office supplies,B0001173D,-118412.26,USD,system
B0001173,2,2024-08-02,2024-08-02,51410000,IDOC_AUTO,office supplies,B0001173D,118412.26,USD,system
B0001174,1,2024-09-15,2024-09-15,620000,H.AITLA,rent charge,B0001174D,-333653.92,USD,manual
B0001174,2,2024-09-15,2024-09-15,51410000,H.AITLA,rent charge,B0001174D,333653.92,USD,manual
B0001175,1,2024-02-02,2024-02-02,400000,M.BENNANI,rent charge,B0001175D,-48704.34,USD,manual
B0001175,2,2024-02-02,2024-02-02,51410000,M.BENNANI,rent charge,B0001175D,48704.34,USD,manual
B0001176,1,2024-05-01,2024-05-01,450000,SAP_JOB,supplier invoice,B0001176D,-12465.46,USD,system
B0001176,2,2024-05-01,2024-05-01,51410000,SAP_JOB,supplier invoice,B0001176D,12465.46,USD,system
B0001177,1,2024-11-20,2024-11-20,420000,M.BENNANI,office supplies,B0001177D,-20337.04,USD,manual
B0001177,2,2024-11-20,2024-11-20,51410000,M.BENNANI,office supplies,B0001177D,20337.04,USD,manual
B0001178,1,2024-03-21,2024-03-21,400000,K.MANSOURI,utility fee,B0001178D,-66330.25,USD,manual
B0001178,2,2024-03-21,2024-03-21,51410000,K.MANSOURI,utility fee,B0001178D,66330.25,USD,manual
B0001179,1,2024-02-19,2024-02-19,400000,IDOC_AUTO,office supplies,B0001179D,-1610.45,USD,system
B0001179,2,2024-02-19,2024-02-19,51410000,IDOC_AUTO,office supplies,B0001179D,1610.45,USD,system
B0001180,1,2024-08-01,2024-08-01,400000,M.BENNANI,service fee,B0001180D,-7312.84,USD,manual
B0001180,2,2024-08-01,2024-08-01,51410000,M.BENNANI,service fee,B0001180D,7312.84,USD,manual
B0001181,1,2024-05-14,2024-05-14,620000,H.AITLA,rent charge,B0001181D,-914.56,USD,manual
B0001181,2,2024-05-14,2024-05-14,51410000,H.AITLA,rent charge,B0001181D,914.56,USD,manual
B0001182,1,2024-11-23,2024-11-23,610000,WF-BATCH,supplier invoice,B0001182D,-22911.03,USD,system
B0001182,2,2024-11-23,2024-11-23,51410000,WF-BATCH,supplier invoice,B0001182D,22911.03,USD,system
B0001183,1,2024-03-25,2024-03-25,450000,IDOC_AUTO,rent charge,B0001183D,-79344.72,USD,system
B0001183,2,2024-03-25,2024-03-25,51410000,IDOC_AUTO,rent charge,B0001183D,79344.72,USD,system
B0001184,1,2024-12-23,2024-12-23,420000,M.BENNANI,supplier invoice,B0001184D,-39100.00,USD,manual
B0001184,2,2024-12-23,2024-12-23,51410000,M.BENNANI,supplier invoice,B0001184D,39100.00,USD,manual
B0001185,1,2024-12-12,2024-12-12,620000,K.MANSOURI,office supplies,B0001185D,-2196.56,USD,manual
B0001185,2,2024-12-12,2024-12-12,51410000,K.MANSOURI,office supplies,B0001185D,2196.56,USD,manual
B0001186,1,2024-05-23,2024-05-23,420000,Z.BERRADA,office supplies,B0001186D,-31120.25,USD,manual
B0001186,2,2024-05-23,2024-05-23,51410000,Z.BERRADA,office supplies,B0001186D,31120.25,USD,manual
B0001187,1,2024-10-02,2024-10-02,610000,H.AITLA,supplier invoice,B0001187D,-34128.05,USD,manual
B0001187,2,2024-10-02,2024-10-02,51410000,H.AITLA,supplier invoice,B0001187D,34128.05,USD,manual
B0001188,1,2024-11-12,2024-11-12,620000,Z.BERRADA,supplier invoice,B0001188D,-81834.74,USD,manual
B0001188,2,2024-11-12,2024-11-12,51410000,Z.BERRADA,supplier invoice,B0001188D,81834.74,USD,manual
B0001189,1,2024-11-04,2024-11-04,450000,Z.BERRADA,office supplies,B0001189D,-27868.66,USD,manual
B0001189,2,2024-11-04,2024-11-04,51410000,Z.BERRADA,office supplies,B0001189D,27868.66,USD,manual
B0001190,1,2024-09-10,2024-09-10,620000,K.MANSOURI,utility fee,B0001190D,-18489.28,USD,manual
B0001190,2,2024-09-10,2024-09-10,51410000,K.MANSOURI,utility fee,B0001190D,18489.28,USD,manual
B0001191,1,2024-04-09,2024-04-09,420000,K.MANSOURI,supplier invoice,B0001191D,-119951.80,USD,manual
B0001191,2,2024-04-09,2024-04-09,51410000,K.MANSOURI,supplier invoice,B0001191D,119951.80,USD,manual
B0001192,1,2024-10-11,2024-10-11,620000,H.AITLA,supplier invoice,B0001192D,-339310.78,USD,manual
B0001192,2,2024-10-11,2024-10-11,51410000,H.AITLA,supplier invoice,B0001192D,339310.78,USD,manual
B0001193,1,2024-12-15,2024-12-15,450000,K.MANSOURI,service fee,B0001193D,-34610.13,USD,manual
B0001193,2,2024-12-15,2024-12-15,51410000,K.MANSOURI,service fee,B0001193D,34610.13,USD,manual
B0001194,1,2024-01-04,2024-01-04,450000,H.AITLA,office supplies,B0001194D,-6607.09,USD,manual
B0001194,2,2024-01-04,2024-01-04,51410000,H.AITLA,office supplies,B0001194D,6607.09,USD,manual
B0001195,1,2024-07-11,2024-07-11,450000,K.MANSOURI,office supplies,B0001195D,-16052.97,USD,manual
B0001195,2,2024-07-11,2024-07-11,51410000,K.MANSOURI,office supplies,B0001195D,16052.97,USD,manual
B0001196,1,2024-12-15,2024-12-15,610000,S.ELFASI,rent charge,B0001196D,-22122.64,USD,manual
B0001196,2,2024-12-15,2024-12-15,51410000,S.ELFASI,rent charge,B0001196D,22122.64,USD,manual
B0001197,1,2024-02-18,2024-02-18,400000,H.AITLA,supplier invoice,B0001197D,-389355.11,USD,manual
B0001197,2,2024-02-18,2024-02-18,51410000,H.AITLA,supplier invoice,B0001197D,389355.11,USD,manual
B0001198,1,2024-02-14,2024-02-14,400000,Z.BERRADA,supplier invoice,B0001198D,-38336.23,USD,manual
B0001198,2,2024-02-14,2024-02-14,51410000,Z.BERRADA,supplier invoice,B0001198D,38336.23,USD,manual
B0001199,1,2024-11-19,2024-11-19,400000,H.AITLA,service fee,B0001199D,-12241.68,USD,manual
B0001199,2,2024-11-19,2024-11-19,51410000,H.AITLA,service fee,B0001199D,12241.68,USD,manual
B0001200,1,2024-02-11,2024-02-11,610000,K.MANSOURI,utility fee,B0001200D,-6140.42,USD,manual
B0001200,2,2024-02-11,2024-02-11,51410000,K.MANSOURI,utility fee,B0001200D,6140.42,USD,manual
B0001201,1,2024-06-08,2024-06-08,620000,K.MANSOURI,rent charge,B0001201D,-29484.31,USD,manual
B0001201,2,2024-06-08,2024-06-08,51410000,K.MANSOURI,rent charge,B0001201D,29484.31,USD,manual
B0001202,1,2024-10-18,2024-10-18,400000,S.ELFASI,supplier invoice,B0001202D,-69949.74,USD,manual
B0001202,2,2024-10-18,2024-10-18,51410000,S.ELFASI,supplier invoice,B0001202D,69949.74,USD,manual
B0001203,1,2024-10-15,2024-10-15,620000,Z.BERRADA,utility fee,B0001203D,-51585.75,USD,manual
B0001203,2,2024-10-15,2024-10-15,51410000,Z.BERRADA,utility fee,B0001203D,51585.75,USD,manual
B0001204,1,2024-12-20,2024-12-20,400000,S.ELFASI,supplier invoice,B0001204D,-73805.88,USD,manual
B0001204,2,2024-12-20,2024-12-20,51410000,S.ELFASI,supplier invoice,B0001204D,73805.88,USD,manual
B0001205,1,2024-10-26,2024-10-26,400000,M.BENNANI,service fee,B0001205D,-35440.73,USD,manual
B0001205,2,2024-10-26,2024-10-26,51410000,M.BENNANI,service fee,B0001205D,35440.73,USD,manual
B0001206,1,2024-12-24,2024-12-24,420000,S.ELFASI,utility fee,B0001206D,-31900.77,USD,manual
B0001206,2,2024-12-24,2024-12-24,51410000,S.ELFASI,utility fee,B0001206D,31900.77,USD,manual
B0001207,1,2024-06-10,2024-06-10,420000,S.ELFASI,supplier invoice,B0001207D,-82582.08,USD,manual
B0001207,2,2024-06-10,2024-06-10,51410000,S.ELFASI,supplier invoice,B0001207D,82582.08,USD,manual
B0001208,1,2024-02-15,2024-02-15,620000,Z.BERRADA,utility fee,B0001208D,-95628.98,USD,manual
B0001208,2,2024-02-15,2024-02-15,51410000,Z.BERRADA,utility fee,B0001208D,95628.98,USD,manual
