REF,LINE,DATE,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0000143,2,2024-11-23,51410000,M.BENNANI,utility fee,B0000143D,24636.84,USD,manual
B0000144,1,2024-04-19,450000,M.BENNANI,service fee,B0000144D,-9854.64,USD,manual
B0000144,2,2024-04-19,51410000,M.BENNANI,service fee,B0000144D,9854.64,USD,manual
B0000145,1,2024-03-04,450000,H.AITLA,rent charge,B0000145D,-38704.48,USD,manual
B0000145,2,2024-03-04,51410000,H.AITLA,rent charge,B0000145D,38704.48,USD,manual
B0000146,1,2024-10-19,450000,S.ELFASI,rent charge,B0000146D,-17763.80,USD,manual
B0000146,2,2024-10-19,51410000,S.ELFASI,rent charge,B0000146D,17763.80,USD,manual
B0000147,1,2024-01-19,610000,H.AITLA,utility fee,B0000147D,-9496.07,USD,manual
B0000147,2,2024-01-19,51410000,H.AITLA,utility fee,B0000147D,9496.07,USD,manual
B0000148,1,2024-12-15,450000,S.ELFASI,service fee,B0000148D,-29159.16,USD,manual
B0000148,2,2024-12-15,51410000,S.ELFASI,service fee,B0000148D,29159.16,USD,manual
B0000149,1,2024-11-03,610000,Z.BERRADA,utility fee,B0000149D,-8912.62,USD,manual
B0000149,2,2024-11-03,51410000,Z.BERRADA,utility fee,B0000149D,8912.62,USD,manual
B0000150,1,2024-03-11,620000,H.AITLA,utility fee,B0000150D,-17668.09,USD,manual
B0000150,2,2024-03-11,51410000,H.AITLA,utility fee,B0000150D,17668.09,USD,manual
B0000151,1,2024-11-09,610000,K.MANSOURI,utility fee,B0000151D,-17603.63,USD,manual
B0000151,2,2024-11-09,51410000,K.MANSOURI,utility fee,B0000151D,17603.63,USD,manual
B0000152,1,2024-05-24,610000,K.MANSOURI,utility fee,B0000152D,-5574.26,USD,manual
B0000152,2,2024-05-24,51410000,K.MANSOURI,utility fee,B0000152D,5574.26,USD,manual
B0000153,1,2024-05-07,620000,H.AITLA,supplier invoice,B0000153D,-26975.32,USD,manual
B0000153,2,2024-05-07,51410000,H.AITLA,supplier invoice,B0000153D,26975.32,USD,manual
B0000154,1,2024-02-09,450000,H.AITLA,rent charge,B0000154D,-35988.95,USD,manual
B0000154,2,2024-02-09,51410000,H.AITLA,rent charge,B0000154D,35988.95,USD,manual
B0000155,1,2024-01-09,420000,Z.BERRADA,utility fee,B0000155D,-26060.55,USD,manual
B0000155,2,2024-01-09,51410000,Z.BERRADA,utility fee,B0000155D,26060.55,USD,manual
B0000156,1,2024-11-04,420000,S.ELFASI,utility fee,B0000156D,-23232.66,USD,manual
B0000156,2,2024-11-04,51410000,S.ELFASI,utility fee,B0000156D,23232.66,USD,manual
B0000157,1,2024-07-19,400000,M.BENNANI,service fee,B0000157D,-28396.40,USD,manual
B0000157,2,2024-07-19,51410000,M.BENNANI,service fee,B0000157D,28396.40,USD,manual
B0000158,1,2024-08-16,400000,K.MANSOURI,office supplies,B0000158D,-15289.93,USD,manual
B0000158,2,2024-08-16,51410000,K.MANSOURI,office supplies,B0000158D,15289.93,USD,manual
B0000159,1,2024-02-16,420000,Z.BERRADA,service fee,B0000159D,-41259.46,USD,manual
B0000159,2,2024-02-16,51410000,Z.BERRADA,service fee,B0000159D,41259.46,USD,manual
B0000160,1,2024-04-04,620000,K.MANSOURI,utility fee,B0000160D,-22733.25,USD,manual
B0000160,2,2024-04-04,51410000,K.MANSOURI,utility fee,B0000160D,22733.25,USD,manual
B0000161,1,2024-12-04,400000,K.MANSOURI,supplier invoice,B0000161D,-33927.35,USD,manual
B0000161,2,2024-12-04,51410000,K.MANSOURI,supplier invoice,B0000161D,33927.35,USD,manual
B0000162,1,2024-03-10,420000,M.BENNANI,service fee,B0000162D,-32943.82,USD,manual
B0000162,2,2024-03-10,51410000,M.BENNANI,service fee,B0000162D,32943.82,USD,manual
B0000163,1,2024-05-24,420000,M.BENNANI,supplier invoice,B0000163D,-28160.32,USD,manual
B0000163,2,2024-05-24,51410000,M.BENNANI,supplier invoice,B0000163D,28160.32,USD,manual
B0000164,1,2024-02-26,620000,H.AITLA,rent charge,B0000164D,-4362.47,USD,manual
B0000164,2,2024-02-26,51410000,H.AITLA,rent charge,B0000164D,4362.47,USD,manual
B0000165,1,2024-02-10,450000,Z.BERRADA,rent charge,B0000165D,-12240.57,USD,manual
B0000165,2,2024-02-10,51410000,Z.BERRADA,rent charge,B0000165D,12240.57,USD,manual
B0000166,1,2024-04-16,400000,Z.BERRADA,rent charge,B0000166D,-30038.14,USD,manual
B0000166,2,2024-04-16,51410000,Z.BERRADA,rent charge,B0000166D,30038.14,USD,manual
B0000167,1,2024-12-09,450000,H.AITLA,service fee,B0000167D,-13647.19,USD,manual
B0000167,2,2024-12-09,51410000,H.AITLA,service fee,B0000167D,13647.19,USD,manual
B0000168,1,2024-01-10,610000,H.AITLA,supplier invoice,B0000168D,-10369.80,USD,manual
B0000168,2,2024-01-10,51410000,H.AITLA,supplier invoice,B0000168D,10369.80,USD,manual
B0000169,1,2024-07-16,400000,K.MANSOURI,rent charge,B0000169D,-28533.12,USD,manual
B0000169,2,2024-07-16,51410000,K.MANSOURI,rent charge,B0000169D,28533.12,USD,manual
B0000170,1,2024-08-02,620000,H.AITLA,utility fee,B0000170D,-25897.19,USD,manual
B0000170,2,2024-08-02,51410000,H.AITLA,utility fee,B0000170D,25897.19,USD,manual
B0000171,1,2024-12-16,420000,K.MANSOURI,rent charge,B0000171D,-15106.03,USD,manual
B0000171,2,2024-12-16,51410000,K.MANSOURI,rent charge,B0000171D,15106.03,USD,manual
B0000172,1,2024-02-04,610000,Z.BERRADA,service fee,B0000172D,-1796.38,USD,manual
B0000172,2,2024-02-04,51410000,Z.BERRADA,service fee,B0000172D,1796.38,USD,manual
B0000173,1,2024-04-04,450000,H.AITLA,service fee,B0000173D,-28137.10,USD,manual
B0000173,2,2024-04-04,51410000,H.AITLA,service fee,B0000173D,28137.10,USD,manual
B0000174,1,2024-10-22,450000,Z.BERRADA,rent charge,B0000174D,-21786.24,USD,manual
B0000174,2,2024-10-22,51410000,Z.BERRADA,rent charge,B0000174D,21786.24,USD,manual
B0000175,1,2024-09-23,610000,H.AITLA,utility fee,B0000175D,-17599.55,USD,manual
B0000175,2,2024-09-23,51410000,H.AITLA,utility fee,B0000175D,17599.55,USD,manual
B0000176,1,2024-11-04,400000,M.BENNANI,rent charge,B0000176D,-4442.19,USD,manual
B0000176,2,2024-11-04,51410000,M.BENNANI,rent charge,B0000176D,4442.19,USD,manual
B0000177,1,2024-10-15,620000,Z.BERRADA,supplier invoice,B0000177D,-40402.76,USD,manual
B0000177,2,2024-10-15,51410000,Z.BERRADA,supplier invoice,B0000177D,40402.76,USD,manual
B0000178,1,2024-08-09,420000,M.BENNANI,office supplies,B0000178D,-25451.38,USD,manual
B0000178,2,2024-08-09,51410000,M.BENNANI,office supplies,B0000178D,25451.38,USD,manual
B0000179,1,2024-10-02,420000,Z.BERRADA,rent charge,B0000179D,-11863.89,USD,manual
B0000179,2,2024-10-02,51410000,Z.BERRADA,rent charge,B0000179D,11863.89,USD,manual
B0000180,1,2024-11-18,400000,Z.BERRADA,service fee,B0000180D,-36270.77,USD,manual
B0000180,2,2024-11-18,51410000,Z.BERRADA,service fee,B0000180D,36270.77,USD,manual
B0000181,1,2024-04-26,610000,Z.BERRADA,supplier invoice,B0000181D,-19429.67,USD,manual
B0000181,2,2024-04-26,51410000,Z.BERRADA,supplier invoice,B0000181D,19429.67,USD,manual
B0000182,1,2024-10-11,400000,M.BENNANI,utility fee,B0000182D,-14353.28,USD,manual
B0000182,2,2024-10-11,51410000,M.BENNANI,utility fee,B0000182D,14353.28,USD,manual
B0000183,1,2024-09-07,620000,S.ELFASI,supplier invoice,B0000183D,-12078.31,USD,manual
B0000183,2,2024-09-07,51410000,S.ELFASI,supplier invoice,B0000183D,12078.31,USD,manual
B0000184,1,2024-04-20,620000,H.AITLA,utility fee,B0000184D,-20902.88,USD,manual
B0000184,2,2024-04-20,51410000,H.AITLA,utility fee,B0000184D,20902.88,USD,manual
B0000185,1,2024-06-05,420000,K.MANSOURI,service fee,B0000185D,-25930.21,USD,manual
B0000185,2,2024-06-05,51410000,K.MANSOURI,service fee,B0000185D,25930.21,USD,manual
B0000186,1,2024-02-20,620000,Z.BERRADA,utility fee,B0000186D,-4576.21,USD,manual
B0000186,2,2024-02-20,51410000,Z.BERRADA,utility fee,B0000186D,4576.21,USD,manual
B0000187,1,2024-05-26,400000,Z.BERRADA,supplier invoice,B0000187D,-21939.49,USD,manual
B0000187,2,2024-05-26,51410000,Z.BERRADA,supplier invoice,B0000187D,21939.49,USD,manual
B0000188,1,2024-02-07,450000,S.ELFASI,supplier invoice,B0000188D,-17725.20,USD,manual
B0000188,2,2024-02-07,51410000,S.ELFASI,supplier invoice,B0000188D,17725.20,USD,manual
B0000189,1,2024-12-22,610000,K.MANSOURI,supplier invoice,B0000189D,-12811.92,USD,manual
B0000189,2,2024-12-22,51410000,K.MANSOURI,supplier invoice,B0000189D,12811.92,USD,manual
B0000190,1,2024-06-04,400000,K.MANSOURI,utility fee,B0000190D,-33266.87,USD,manual
B0000190,2,2024-06-04,51410000,K.MANSOURI,utility fee,B0000190D,33266.87,USD,manual
B0000191,1,2024-11-07,400000,M.BENNANI,rent charge,B0000191D,-30804.81,USD,manual
B0000191,2,2024-11-07,51410000,M.BENNANI,rent charge,B0000191D,30804.81,USD,manual
B0000192,1,2024-11-12,400000,S.ELFASI,rent charge,B0000192D,-21105.62,USD,manual
B0000192,2,2024-11-12,51410000,S.ELFASI,rent charge,B0000192D,21105.62,USD,manual
B0000193,1,2024-03-22,420000,K.MANSOURI,service fee,B0000193D,-27898.72,USD,manual
B0000193,2,2024-03-22,51410000,K.MANSOURI,service fee,B0000193D,27898.72,USD,manual
B0000194,1,2024-11-13,610000,M.BENNANI,supplier invoice,B0000194D,-11654.26,USD,manual
B0000194,2,2024-11-13,51410000,M.BENNANI,supplier invoice,B0000194D,11654.26,USD,manual
B0000195,1,2024-07-18,450000,H.AITLA,rent charge,B0000195D,-12244.57,USD,manual
B0000195,2,2024-07-18,51410000,H.AITLA,rent charge,B0000195D,12244.57,USD,manual
B0000196,1,2024-10-08,620000,S.ELFASI,rent charge,B0000196D,-40025.04,USD,manual
B0000196,2,2024-10-08,51410000,S.ELFASI,rent charge,B0000196D,40025.04,USD,manual
B0000197,1,2024-04-03,620000,K.MANSOURI,rent charge,B0000197D,-16113.79,USD,manual
B0000197,2,2024-04-03,51410000,K.MANSOURI,rent charge,B0000197D,16113.79,USD,manual
B0000198,1,2024-05-06,400000,K.MANSOURI,supplier invoice,B0000198D,-15591.35,USD,manual
B0000198,2,2024-05-06,51410000,K.MANSOURI,supplier invoice,B0000198D,15591.35,USD,manual
B0000199,1,2024-12-11,400000,Z.BERRADA,supplier invoice,B0000199D,-10919.62,USD,manual
B0000199,2,2024-12-11,51410000,Z.BERRADA,supplier invoice,B0000199D,10919.62,USD,manual
B0000200,1,2024-07-23,420000,H.AITLA,service fee,B0000200D,-12477.96,USD,manual
B0000200,2,2024-07-23,51410000,H.AITLA,service fee,B0000200D,12477.96,USD,manual
B0000201,1,2024-08-19,420000,S.ELFASI,supplier invoice,B0000201D,-16420.32,USD,manual
B0000201,2,2024-08-19,51410000,S.ELFASI,supplier invoice,B0000201D,16420.32,USD,manual
B0000202,1,2024-10-21,610000,S.ELFASI,office supplies,B0000202D,-1094.11,USD,manual
B0000202,2,2024-10-21,51410000,S.ELFASI,office supplies,B0000202D,1094.11,USD,manual
B0000203,1,2024-08-07,450000,M.BENNANI,supplier invoice,B0000203D,-27162.51,USD,manual
B0000203,2,2024-08-07,51410000,M.BENNANI,supplier invoice,B0000203D,27162.51,USD,manual
B0000204,1,2024-05-06,610000,M.BENNANI,rent charge,B0000204D,-22820.57,USD,manual
B0000204,2,2024-05-06,51410000,M.BENNANI,rent charge,B0000204D,22820.57,USD,manual
B0000205,1,2024-02-08,400000,H.AITLA,rent charge,B0000205D,-19710.60,USD,manual
B0000205,2,2024-02-08,51410000,H.AITLA,rent charge,B0000205D,19710.60,USD,manual
B0000206,1,2024-04-15,450000,K.MANSOURI,office supplies,B0000206D,-10493.36,USD,manual
B0000206,2,2024-04-15,51410000,K.MANSOURI,office supplies,B0000206D,10493.36,USD,manual
B0000207,1,2024-09-16,400000,S.ELFASI,rent charge,B0000207D,-13533.31,USD,manual
B0000207,2,2024-09-16,51410000,S.ELFASI,rent charge,B0000207D,13533.31,USD,manual
B0000208,1,2024-11-14,420000,H.AITLA,supplier invoice,B0000208D,-20101.20,USD,manual
B0000208,2,2024-11-14,51410000,H.AITLA,supplier invoice,B0000208D,20101.20,USD,manual
B0000209,1,2024-05-21,610000,H.AITLA,rent charge,B0000209D,-6255.38,USD,manual
B0000209,2,2024-05-21,51410000,H.AITLA,rent charge,B0000209D,6255.38,USD,manual
B0000210,1,2024-05-02,420000,M.BENNANI,office supplies,B0000210D,-3438.83,USD,manual
B0000210,2,2024-05-02,51410000,M.BENNANI,office supplies,B0000210D,3438.83,USD,manual
B0000211,1,2024-08-05,620000,Z.BERRADA,supplier invoice,B0000211D,-4140.85,USD,manual
B0000211,2,2024-08-05,51410000,Z.BERRADA,supplier invoice,B0000211D,4140.85,USD,manual
B0000212,1,2024-04-12,450000,Z.BERRADA,utility fee,B0000212D,-41220.36,USD,manual
B0000212,2,2024-04-12,51410000,Z.BERRADA,utility fee,B0000212D,41220.36,USD,manual
B0000213,1,2024-05-09,400000,M.BENNANI,supplier invoice,B0000213D,-15289.29,USD,manual
B0000213,2,2024-05-09,51410000,M.BENNANI,supplier invoice,B0000213D,15289.29,USD,manual
B0000214,1,2024-04-12,400000,H.AITLA,supplier invoice,B0000214D,-18586.73,USD,manual
B0000214,2,2024-04-12,51410000,H.AITLA,supplier invoice,B0000214D,18586.73,USD,manual
B0000215,1,2024-10-26,420000,H.AITLA,utility fee,B0000215D,-2452.72,USD,manual
B0000215,2,2024-10-26,51410000,H.AITLA,utility fee,B0000215D,2452.72,USD,manual
B0000216,1,2024-12-22,620000,Z.BERRADA,supplier invoice,B0000216D,-6972.21,USD,manual
B0000216,2,2024-12-22,51410000,Z.BERRADA,supplier invoice,B0000216D,6972.21,USD,manual
B0000217,1,2024-08-08,420000,Z.BERRADA,office supplies,B0000217D,-37228.01,USD,manual
B0000217,2,2024-08-08,51410000,Z.BERRADA,office supplies,B0000217D,37228.01,USD,manual
B0000218,1,2024-05-26,620000,Z.BERRADA,service fee,B0000218D,-32051.40,USD,manual
B0000218,2,2024-05-26,51410000,Z.BERRADA,service fee,B0000218D,32051.40,USD,manual
B0000219,1,2024-10-17,400000,S.ELFASI,utility fee,B0000219D,-6849.87,USD,manual
B0000219,2,2024-10-17,51410000,S.ELFASI,utility fee,B0000219D,6849.87,USD,manual
B0000220,1,2024-05-15,610000,S.ELFASI,rent charge,B0000220D,-10332.51,USD,manual
B0000220,2,2024-05-15,51410000,S.ELFASI,rent charge,B0000220D,10332.51,USD,manual
B0000221,1,2024-10-19,420000,K.MANSOURI,rent charge,B0000221D,-32364.15,USD,manual
B0000221,2,2024-10-19,51410000,K.MANSOURI,rent charge,B0000221D,32364.15,USD,manual
B0000222,1,2024-07-14,610000,H.AITLA,rent charge,B0000222D,-8349.81,USD,manual
B0000222,2,2024-07-14,51410000,H.AITLA,rent charge,B0000222D,8349.81,USD,manual
B0000223,1,2024-12-16,420000,S.ELFASI,supplier invoice,B0000223D,-19972.98,USD,manual
B0000223,2,2024-12-16,51410000,S.ELFASI,supplier invoice,B0000223D,19972.98,USD,manual
B0000224,1,2024-03-06,450000,H.AITLA,office supplies,B0000224D,-8539.93,USD,manual
B0000224,2,2024-03-06,51410000,H.AITLA,office supplies,B0000224D,8539.93,USD,manual
B0000225,1,2024-10-07,620000,K.MANSOURI,office supplies,B0000225D,-8982.71,USD,manual
B0000225,2,2024-10-07,51410000,K.MANSOURI,office supplies,B0000225D,8982.71,USD,manual
B0000226,1,2024-12-09,400000,H.AITLA,rent charge,B0000226D,-26341.26,USD,manual
B0000226,2,2024-12-09,51410000,H.AITLA,rent charge,B0000226D,26341.26,USD,manual
B0000227,1,2024-11-26,610000,Z.BERRADA,supplier invoice,B0000227D,-18207.20,USD,manual
B0000227,2,2024-11-26,51410000,Z.BERRADA,supplier invoice,B0000227D,18207.20,USD,manual
B0000228,1,2024-07-02,610000,M.BENNANI,office supplies,B0000228D,-15224.80,USD,manual
B0000228,2,2024-07-02,51410000,M.BENNANI,office supplies,B0000228D,15224.80,USD,manual
B0000229,1,2024-04-03,400000,Z.BERRADA,service fee,B0000229D,-33612.06,USD,manual
B0000229,2,2024-04-03,51410000,Z.BERRADA,service fee,B0000229D,33612.06,USD,manual
B0000230,1,2024-01-26,420000,M.BENNANI,service fee,B0000230D,-6632.02,USD,manual
B0000230,2,2024-01-26,51410000,M.BENNANI,service fee,B0000230D,6632.02,USD,manual
B0000231,1,2024-05-04,450000,H.AITLA,service fee,B0000231D,-36427.42,USD,manual
B0000231,2,2024-05-04,51410000,H.AITLA,service fee,B0000231D,36427.42,USD,manual
B0000232,1,2024-02-10,450000,H.AITLA,service fee,B0000232D,-5324.91,USD,manual
B0000232,2,2024-02-10,51410000,H.AITLA,service fee,B0000232D,5324.91,USD,manual
B0000233,1,2024-05-03,450000,Z.BERRADA,service fee,B0000233D,-32227.85,USD,manual
B0000233,2,2024-05-03,51410000,Z.BERRADA,service fee,B0000233D,32227.85,USD,manual
B0000234,1,2024-05-14,400000,M.BENNANI,rent charge,B0000234D,-33658.71,USD,manual
B0000234,2,2024-05-14,51410000,M.BENNANI,rent charge,B0000234D,33658.71,USD,manual
B0000235,1,2024-07-18,450000,S.ELFASI,supplier invoice,B0000235D,-5704.61,USD,manual
B0000235,2,2024-07-18,51410000,S.ELFASI,supplier invoice,B0000235D,5704.61,USD,manual
B0000236,1,2024-01-07,620000,M.BENNANI,service fee,B0000236D,-40471.49,USD,manual
B0000236,2,2024-01-07,51410000,M.BENNANI,service fee,B0000236D,40471.49,USD,manual
B0000237,1,2024-12-04,420000,M.BENNANI,office supplies,B0000237D,-19534.89,USD,manual
B0000237,2,2024-12-04,51410000,M.BENNANI,office supplies,B0000237D,19534.89,USD,manual
B0000238,1,2024-12-16,400000,M.BENNANI,utility fee,B0000238D,-2627.52,USD,manual
B0000238,2,2024-12-16,51410000,M.BENNANI,utility fee,B0000238D,2627.52,USD,manual
B0000239,1,2024-02-25,450000,H.AITLA,office supplies,B0000239D,-18242.60,USD,manual
B0000239,2,2024-02-25,51410000,H.AITLA,office supplies,B0000239D,18242.60,USD,manual
B0000240,1,2024-07-20,450000,S.ELFASI,utility fee,B0000240D,-7169.37,USD,manual
B0000240,2,2024-07-20,51410000,S.ELFASI,utility fee,B0000240D,7169.37,USD,manual
B0000241,1,2024-12-18,420000,M.BENNANI,utility fee,B0000241D,-15889.74,USD,manual
B0000241,2,2024-12-18,51410000,M.BENNANI,utility fee,B0000241D,15889.74,USD,manual
B0000242,1,2024-08-18,610000,M.BENNANI,utility fee,B0000242D,-40151.36,USD,manual
B0000242,2,2024-08-18,51410000,M.BENNANI,utility fee,B0000242D,40151.36,USD,manual
B0000243,1,2024-12-26,450000,Z.BERRADA,service fee,B0000243D,-3850.53,USD,manual
B0000243,2,2024-12-26,51410000,Z.BERRADA,service fee,B0000243D,3850.53,USD,manual
B0000244,1,2024-10-08,610000,S.ELFASI,office supplies,B0000244D,-11483.49,USD,manual
B0000244,2,2024-10-08,51410000,S.ELFASI,office supplies,B0000244D,11483.49,USD,manual
B0000245,1,2024-02-03,620000,M.BENNANI,supplier invoice,B0000245D,-905.97,USD,manual
B0000245,2,2024-02-03,51410000,M.BENNANI,supplier invoice,B0000245D,905.97,USD,manual
B0000246,1,2024-07-26,610000,S.ELFASI,supplier invoice,B0000246D,-40214.51,USD,manual
B0000246,2,2024-07-26,51410000,S.ELFASI,supplier invoice,B0000246D,40214.51,USD,manual
B0000247,1,2024-11-21,610000,S.ELFASI,service fee,B0000247D,-7481.53,USD,manual
B0000247,2,2024-11-21,51410000,S.ELFASI,service fee,B0000247D,7481.53,USD,manual
B0000248,1,2024-04-22,420000,H.AITLA,rent charge,B0000248D,-24249.02,USD,manual
B0000248,2,2024-04-22,51410000,H.AITLA,rent charge,B0000248D,24249.02,USD,manual
B0000249,1,2024-06-07,450000,M.BENNANI,utility fee,B0000249D,-25701.01,USD,manual
B0000249,2,2024-06-07,51410000,M.BENNANI,utility fee,B0000249D,25701.01,USD,manual
B0000250,1,2024-12-12,400000,S.ELFASI,rent charge,B0000250D,-14782.09,USD,manual
B0000250,2,2024-12-12,51410000,S.ELFASI,rent charge,B0000250D,14782.09,USD,manual
B0000251,1,2024-09-06,420000,Z.BERRADA,utility fee,B0000251D,-5027.03,USD,manual
B0000251,2,2024-09-06,51410000,Z.BERRADA,utility fee,B0000251D,5027.03,USD,manual
B0000252,1,2024-12-19,610000,M.BENNANI,office supplies,B0000252D,-30591.76,USD,manual
B0000252,2,2024-12-19,51410000,M.BENNANI,office supplies,B0000252D,30591.76,USD,manual
B0000253,1,2024-09-02,450000,M.BENNANI,rent charge,B0000253D,-21566.88,USD,manual
B0000253,2,2024-09-02,51410000,M.BENNANI,rent charge,B0000253D,21566.88,USD,manual
B0000254,1,2024-10-20,450000,H.AITLA,utility fee,B0000254D,-4604.85,USD,manual
B0000254,2,2024-10-20,51410000,H.AITLA,utility fee,B0000254D,4604.85,USD,manual
B0000255,1,2024-02-09,450000,S.ELFASI,service fee,B0000255D,-12985.39,USD,manual
B0000255,2,2024-02-09,51410000,S.ELFASI,service fee,B0000255D,12985.39,USD,manual
B0000256,1,2024-08-17,400000,H.AITLA,supplier invoice,B0000256D,-16637.63,USD,manual
B0000256,2,2024-08-17,51410000,H.AITLA,supplier invoice,B0000256D,16637.63,USD,manual
B0000257,1,2024-05-25,610000,Z.BERRADA,office supplies,B0000257D,-20493.74,USD,manual
B0000257,2,2024-05-25,51410000,Z.BERRADA,office supplies,B0000257D,20493.74,USD,manual
B0000258,1,2024-12-05,620000,Z.BERRADA,utility fee,B0000258D,-33336.85,USD,manual
B0000258,2,2024-12-05,51410000,Z.BERRADA,utility fee,B0000258D,33336.85,USD,manual
B0000259,1,2024-08-18,450000,K.MANSOURI,rent charge,B0000259D,-17644.93,USD,manual
B0000259,2,2024-08-18,51410000,K.MANSOURI,rent charge,B0000259D,17644.93,USD,manual
B0000260,1,2024-03-18,610000,S.ELFASI,rent charge,B0000260D,-16450.36,USD,manual
B0000260,2,2024-03-18,51410000,S.ELFASI,rent charge,B0000260D,16450.36,USD,manual
B0000261,1,2024-02-11,450000,S.ELFASI,service fee,B0000261D,-5849.55,USD,manual
B0000261,2,2024-02-11,51410000,S.ELFASI,service fee,B0000261D,5849.55,USD,manual
B0000262,1,2024-09-07,610000,M.BENNANI,supplier invoice,B0000262D,-20133.48,USD,manual
B0000262,2,2024-09-07,51410000,M.BENNANI,supplier invoice,B0000262D,20133.48,USD,manual
B0000263,1,2024-10-21,610000,K.MANSOURI,office supplies,B0000263D,-10814.04,USD,manual
B0000263,2,2024-10-21,51410000,K.MANSOURI,office supplies,B0000263D,10814.04,USD,manual
B0000264,1,2024-02-13,620000,S.ELFASI,office supplies,B0000264D,-19438.22,USD,manual
B0000264,2,2024-02-13,51410000,S.ELFASI,office supplies,B0000264D,19438.22,USD,manual
B0000265,1,2024-07-10,420000,M.BENNANI,service fee,B0000265D,-30375.72,USD,manual
B0000265,2,2024-07-10,51410000,M.BENNANI,service fee,B0000265D,30375.72,USD,manual
B0000266,1,2024-03-10,420000,S.ELFASI,supplier invoice,B0000266D,-8827.17,USD,manual
B0000266,2,2024-03-10,51410000,S.ELFASI,supplier invoice,B0000266D,8827.17,USD,manual
B0000267,1,2024-08-20,620000,S.ELFASI,utility fee,B0000267D,-32578.51,USD,manual
B0000267,2,2024-08-20,51410000,S.ELFASI,utility fee,B0000267D,32578.51,USD,manual
B0000268,1,2024-11-15,400000,K.MANSOURI,utility fee,B0000268D,-18688.18,USD,manual
B0000268,2,2024-11-15,51410000,K.MANSOURI,utility fee,B0000268D,18688.18,USD,manual
B0000269,1,2024-01-19,620000,Z.BERRADA,supplier invoice,B0000269D,-39572.44,USD,manual
B0000269,2,2024-01-19,51410000,Z.BERRADA,supplier invoice,B0000269D,39572.44,USD,manual
B0000270,1,2024-09-10,620000,M.BENNANI,service fee,B0000270D,-11676.71,USD,manual
B0000270,2,2024-09-10,51410000,M.BENNANI,service fee,B0000270D,11676.71,USD,manual
B0000271,1,2024-11-03,400000,S.ELFASI,service fee,B0000271D,-24499.27,USD,manual
B0000271,2,2024-11-03,51410000,S.ELFASI,service fee,B0000271D,24499.27,USD,manual
B0000272,1,2024-02-22,620000,Z.BERRADA,supplier invoice,B0000272D,-22507.30,USD,manual
B0000272,2,2024-02-22,51410000,Z.BERRADA,supplier invoice,B0000272D,22507.30,USD,manual
B0000273,1,2024-10-18,420000,M.BENNANI,supplier invoice,B0000273D,-1491.74,USD,manual
B0000273,2,2024-10-18,51410000,M.BENNANI,supplier invoice,B0000273D,1491.74,USD,manual
B0000274,1,2024-05-18,620000,H.AITLA,utility fee,B0000274D,-24376.55,USD,manual
B0000274,2,2024-05-18,51410000,H.AITLA,utility fee,B0000274D,24376.55,USD,manual
B0000275,1,2024-01-04,620000,H.AITLA,rent charge,B0000275D,-26072.41,USD,manual
B0000275,2,2024-01-04,51410000,H.AITLA,rent charge,B0000275D,26072.41,USD,manual
B0000276,1,2024-03-25,420000,H.AITLA,office supplies,B0000276D,-41684.81,USD,manual
B0000276,2,2024-03-25,51410000,H.AITLA,office supplies,B0000276D,41684.81,USD,manual
B0000277,1,2024-07-08,620000,M.BENNANI,rent charge,B0000277D,-26171.21,USD,manual
B0000277,2,2024-07-08,51410000,M.BENNANI,rent charge,B0000277D,26171.21,USD,manual
B0000278,1,2024-01-07,610000,S.ELFASI,utility fee,B0000278D,-4078.68,USD,manual
B0000278,2,2024-01-07,51410000,S.ELFASI,utility fee,B0000278D,4078.68,USD,manual
B0000279,1,2024-04-14,420000,S.ELFASI,supplier invoice,B0000279D,-4865.73,USD,manual
B0000279,2,2024-04-14,51410000,S.ELFASI,supplier invoice,B0000279D,4865.73,USD,manual
B0000280,1,2024-05-14,450000,K.MANSOURI,supplier invoice,B0000280D,-15258.43,USD,manual
B0000280,2,2024-05-14,51410000,K.MANSOURI,supplier invoice,B0000280D,15258.43,USD,manual
B0000281,1,2024-04-24,610000,M.BENNANI,supplier invoice,B0000281D,-16876.92,USD,manual
B0000281,2,2024-04-24,51410000,M.BENNANI,supplier invoice,B0000281D,16876.92,USD,manual
B0000282,1,2024-05-21,610000,M.BENNANI,service fee,B0000282D,-9422.31,USD,manual
B0000282,2,2024-05-21,51410000,M.BENNANI,service fee,B0000282D,9422.31,USD,manual
B0000283,1,2024-09-07,620000,M.BENNANI,office supplies,B0000283D,-38646.91,USD,manual
B0000283,2,2024-09-07,51410000,M.BENNANI,office supplies,B0000283D,38646.91,USD,manual
B0000284,1,2024-05-24,450000,M.BENNANI,supplier invoice,B0000284D,-13376.28,USD,manual
B0000284,2,2024-05-24,51410000,M.BENNANI,supplier invoice,B0000284D,13376.28,USD,manual
B0000285,1,2024-01-19,420000,H.AITLA,utility fee,B0000285D,-32641.49,USD,manual
B0000285,2,2024-01-19,51410000,H.AITLA,utility fee,B0000285D,32641.49,USD,manual
B0000286,1,2024-07-19,400000,H.AITLA,rent charge,B0000286D,-15887.86,USD,manual
B0000286,2,2024-07-19,51410000,H.AITLA,rent charge,B0000286D,15887.86,USD,manual
B0000287,1,2024-10-20,420000,S.ELFASI,utility fee,B0000287D,-5836.55,USD,manual
